기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,산업군,섹터,호황,불황,산업코스피,latent_0,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,latent_16,latent_17,latent_18,latent_19
링크제니시스,2018,Feb_18,754.6,35.9,30000,1154,2018-02-05,2136300,10890798166,2952773979,1132235374,653727786,212730000,7972001304,-2831220000,2112492249,1605145760,,8168614077,0.3336059379692682,9.618846413113392,0.2586108523535283,0.1965016029487225,0.2998304605802696,751.3672049805739,5.707764840655754,44.2,1,44.62,-0.359883895,4.665595546157694,0.093034232,0.016898532,8168614076,-0.189946517,-105.7059491,0.079675478,94.44,266.67,78,1.5,4314.5,99.92,109.8,98.855,4314.5,394798667,1079.58,2571190.2,2491.75,0.4929999999999999,-0.481183,IT,Growth,0.2514122649625785,-0.287677754,2252.02,0,0.14676401,0,0,0.076932244,0,0.0576738,0.29272062,0.14577797,0,0,0.13242279,0,0.08993295,0.053800665,0.16539998,0.029781843,0,0,0.1240005
마녀공장,2023,Jun_23,1800.47,37.14,16000,1265,2023-06-08,16378260,58349783101,4438641337,10263915580,373970269,1431826000,50000308022,298117967,24494754918,17297237363,,1.01836E+11,0.205641485,5.684943786433598,0.2405323148808647,0.1698545079505488,0.3343737309974463,1056.1095844735644,2.129049209252431,70.54,6,82.87,-0.054916766,0.9090175402422992,-0.042244551,-0.056381575,1.01836E+11,-0.098165799,191.1216197569217,0.2793879785333741,94.12,200,76,3.5,1470.3,116.27,100.8,111.16,1470.3,421453923,1296.71,3803796.7,2610.85,0.063,-0.126491,화학,Sensitive,0.2728570930987028,-0.255682192,5763.19,0,0.106634475,0,0,0,0,0.060395118,0.07946488,0.17539957,0,0,0.097311236,0,0.04308817,0,0.12621203,0.027265998,0.031989314,0.004995191,0.003366184
마니커에프앤지,2019,Aug_19,1,5.32,4000,1216,2019-08-20,10378000,28629158,27609373,24468962,7525155,3850000,11116340,1057858,1015645,689868,,22811185,1.9966126853899333,1.170019308542798,0.044523991,0.030242532,0.04305164,0.06647408,23.87095294123439,74.2,6,74.95,0.083902446,-0.056858792,-0.018006954,-0.010766651,22811184,-0.222828382,-0.326385045,20.087629173434937,94.74,100,71,1.5,5554.3,100.69,93.3,99.425,5554.3,401483478,1208.98,2831198.2,1960.25,0.09,-0.402472,식품,Protective,0.2567649369641555,-0.284225374,3258.17,0,0.09558097,0,0,0.09015372,0,0.017044334,0.19752614,0.14199023,0,0,0.106203854,0,0.098631546,0,0.06746224,0.027502978,0,0.000379441,0.06625965
마이크로디지탈,2019,Jun_19,621.48,3.43,23000,1116,2019-06-05,3630800,9712046534,1992213051,1901035058,928282318,1454900000,-3455741115,0,-1226973650,-1656521744,,4723394345,-1.414063993,5.108820320345718,-0.259765237,-0.35070579,0.8279126871100907,-456.2415291,-7.233197069,26.36,1,63.3,5.408530667080743,4.002905583670691,-0.367963378,-0.344167452,4723394344,0.7877224373906645,-448.04058,-8.09593923,93.75,100,73,1.75,3808.1,100.46,98.6,99.491,3808.1,403071937,1175.62,2795994.4,2069.11,0.1220000000000001,-0.05952,의료/의약,Growth,0.2517876776889388,-0.290115688,2571.09,0,0.12080271,0,0,0.097128,0,0.045519568,0.20168497,0.10187807,0,0,0.10877977,0,0.101128705,0.034405354,0.09216755,0.00306792,0,0,0.09567866
마이크로투나노,2023,Apr_23,1716.98,10.69,15500,1636,2023-04-26,5918890,30045614488,19406036632,7111502230,16257668793,2444445000,15019101820,680185821,6288212703,5792009387,,41424950659,1.2880023909849676,4.224932161485099,0.1517977113542758,0.1398193430495161,0.3192292072201065,978.5634446661452,4.147836806562935,0.17,1,44.4,-0.819328215,0.9101239566854183,-0.002519322,0.007091469,41424950658,-0.031725891,267.55338416493635,0.074601462,93.75,100,73,3.5,1163,116.96,95.1,110.77,1163,426683640,1320.01,3795024.3,2484.83,0.056,-0.162167,반도체,Growth,0.2516858234897191,-0.297881798,25238.67,0,0.08764521,0,0,0.008333106,0,0.05440122,0.072960496,0.15986957,0.001567116,0,0.09357359,0,0.03783346,0,0.118713014,0.031708203,0.045680996,0.025593951,0.007499022
마이크로프랜드,2016,Dec_16,124.3,0,7300,1,2016-12-12,10731366,31176968775,11858980395,10721822458,4276239438,4320683000,-6747857799,485601702,5851957099,4850951800,,36224562020,-7.724695979,2.9078049834464066,0.161546663,0.1339133319906458,-2.498464677,452.0348854004234,4.7911983631580615,6.54,4,47.24,-5.735716654,0.1059134505520535,0.09324454,0.071943305,36224562019,-2.135606191,240.9439493536983,-4.361476479,92.86,0,72,1.25,8934.6,96.96,94.2,96.342,8934.6,371101605,1182.28,2407562.2,2027.24,0.4669999999999998,-0.89768,전자/회로,Growth,0.2301544502010342,-0.273461786,12561.21,0,0.13873203,0,0,0.03312375,0,0.07902808,0.16469742,0.09324323,0,0,0.059042625,0,0.1228758,0.04484893,0.114849694,0,0,0,0.08672925
마인즈랩,2021,Nov_21,197.55,12.91,30000,90,2021-11-23,6044583,8684124507,8572894087,44299397863,816993865,2220845000,0,-61589708987,3690857983,-1200609928,,3043680004,-0.759933553,0.1960325631029221,1.2126300984825868,-0.394459972,0.020222889,-198.6257659,-7.548210541,5.94,1,62.39,0.5477326953843049,-0.254351541,2.6724737299148016,1.4109191024324117,3043680003,-0.324992809,3173.967195090216,-10.86327998,93.33,100,86,1,5718.4,109.9,108.3,103.87,5718.4,463907617,1182.91,3595857.1,2997.33,0.4019999999999999,0.287268,소프트웨어,Growth,0.2706816014135874,-0.286556968,3766.84,0,0.16920725,0,0,0.06270589,0,0.068495974,0.22096537,0.26385286,0,0,0.1564828,0,0.10429423,0,0.21604349,0.022633675,0.005835794,0,0.072022215
마크로밀엠브레인,2020,Jul_20,1,19.39,6800,888,2020-07-01,8969539,14165853271,10913041914,7154276363,4555619763,3763769500,9549900644,14909535,5342680932,4160232247,,32614660282,0.8785554356140185,1.9800539638448968,0.1638122514784745,0.1275571234232977,0.3121286999210202,463.8178447075151,2.502301602726517,42.22,2,70.12,0.1723382667841001,0.1280799274939028,0.097885638,0.077592603,32614660281,0.1206692007600844,246.15287418896327,-1.436377913,93.75,133.33,55,0.5,6472.2,99.69,85.1,99.63,6472.2,416525863,1198.9,3089454.2,2106.7,0.5340000000000001,-0.346723,서비스,Protective,0.2312792143212579,-0.265242228,1417.04,0,0.10500138,0,0,0.061456293,0,0.044011697,0.15211962,0.14266723,0,0,0.053880617,0,0.07558816,0,0.10749758,0.01596079,0.023625992,0,0.023588158
매직마이크로,2015,Nov_15,75.03,1.33,5500,36,2015-11-19,6222125,24107473968,65040454465,25398925879,28000578222,2271062500,20150224678,1517780054,2412466224,2523581056,,29388902546,2.2306426388083924,0.949153286,0.082087659,0.085868503,0.1054168498523058,405.5818641,14.818207184151648,50.25,1,54.24,1.145601292957492,-0.284967617,0.031799239,0.021815871,29388902545,-0.066509965,-142.8940987,5.667236773561267,92.86,25,72,1.5,7924.3,95.43,106.7,94.786,7924.3,368463398,1151.97,2240344.1,1988.91,0.502,-0.178494,전자/회로,Growth,0.2283271390498463,-0.275131895,9810.39,0,0.13683212,0,0,0.026640953,0,0.040190373,0.23935239,0.12172077,0.012215215,0,0.09406597,0,0.11821829,0.06477116,0.12135668,0,0,0,0.10853727
맥스트,2021,Jul_21,1587,39.1,15000,6762,2021-07-27,8553491,3155863225,2757952580,1185776379,1314294171,3751745500,-26193324421,416841157,-1228088399,-1235744069,,749858679,-0.113511933,2.6614320211551457,-1.637759798,-1.647969282,0.056107096,-144.4724814,-2.779722745,30.12,2,67.66,0.012351619,-0.789608725,-0.369085634,2.8515024490221395,749858678,-0.374488685,898.4905815648838,-1.050401202,93.33,200,90,0.5,6515.5,107.04,103.6,102.26,6515.5,458680900,1143.98,3438915.1,3232.53,0.5569999999999999,-0.027253,소프트웨어,Growth,0.2661059965722263,-0.28549673,3930.81,0,0.17522307,0,0,0.07535033,0,0.06663507,0.26203176,0.28102893,0,0,0.15883853,0,0.10207991,0,0.22924961,0.01838163,0,0,0.09274474
머큐리,2018,Dec_18,749.57,10.83,6100,930,2018-12-14,14763600,61311490767,25258827049,26788270123,10641899677,6025000000,11333767320,18075000000,9041041534,10641131529,,1.0261E+11,1.056341807010545,2.288743934770125,0.088110417,0.1037042620104141,0.3003104759621139,720.7680734,5.435230867063507,64.28,6,67.4,-0.763400523,0.5538945500809607,0.033566386,0.071586073,1.0261E+11,0.120826248,419.8323543715625,0.3378423019833567,93.33,100,73,1.75,4962.4,100,97.8,98.988,4962.4,403694264,1122.9,2705177.9,2069.38,0.167,0.140557,부품제조,Sensitive,0.2358507858006214,-0.229475472,767.12,0,0.11288339,0,0,0.08763568,0,0.056425773,0.20516717,0.088875525,0,0,0.09191066,0,0.1160304,0.015787741,0.11131651,0,0,0,0.10713275
메가엠디,2015,Dec_15,16.67,7.5,3000,281,2015-12-18,20401568,22093446579,44104708608,11860180201,1072878396,8399270000,39543313779,1669447309,14106926569,11365548875,,57416624303,0.2606839170535029,1.8628255392896285,0.2456941128157358,0.1979487476487912,0.2290885623053853,557.0919291595626,3.775811572383892,62.21,6,68.27,-0.27228045,0.911292935,0.1353858054872189,0.1337053648835561,57416624302,0.1191201110902374,352.9732814164087,-2.002473071,90.91,-60,70,1.5,9417.7,95.21,103.3,95.07,9417.7,367961865,1172.24,2245102.7,1975.32,0.4619999999999999,0.293629,서비스,Protective,0.2492898569639994,-0.257098031,1193.48,0,0.14538665,0,0,0.03376934,0,0.032908913,0.22927494,0.12689385,0.001553642,0,0.0717968,0,0.13826911,0.066927396,0.12410236,0,0,0,0.11242827
메가터치,2023,Nov_23,765.86,9.26,4800,630,2023-11-09,20771000,24269265,24563556,21562168,2132104,7707500,11741168,0,215154,349843,,21826468,1.2182979317658156,1.1255484606186168,0.009857481,0.016028384,0.017988019,0.016842858,116.83979382209952,56.95,2,65.94,0.3199116644633123,-0.250067979,-0.155193376,-0.118043259,21826467,-0.326301625,-0.299729671,113.77753153349806,70,260,69,3.5,6619.2,117.41,97.2,112.68,6619.2,417079898,1310.39,3890972.4,2427.08,0.1190000000000002,0.07925,전자/회로,Growth,0.2153519279962665,-0.296895471,25577.99,0,0.10242073,0,0,0,0,0.0593721,0.0695754,0.16823147,0.002258818,0,0.12084593,0,0.057216074,0,0.105835855,0.03284067,0.024592318,0.026949402,0.014567283
메드팩토,2019,Dec_19,86.41,3.15,40000,18,2019-12-19,10097421,20884874416,4031136195,1885313328,663583717,4280710500,-62995222995,2786401,-10819917721,-10826659503,,0,-0.043413764,11.077667624699464,0,0,0.1844036996232414,-1072.220273,-2.067216604,34.2,3,48.94,0.520787157,-0.3849857,0,0,0,-0.59397154,2649.3002695440746,-1.616241219,92.86,66.67,73,1.25,4172.1,100.65,101.6,99.719,4172.1,408816146,1175.84,2913884,2196.56,0.2630000000000001,-0.504448,의료/의약,Growth,0.2573592835872372,-0.276747722,2368.4,0,0.11589702,0,0,0.097261034,0,0.059877902,0.18341693,0.1320461,0,0,0.080373615,0,0.080840655,0.003562472,0.13232873,0.009640791,0,0,0.058797598
메디아나,2014,Oct_14,86,74.52,6200,12,2014-10-07,7220780,18663291947,10739446506,10008527972,3701775218,2868790000,9401027059,305473349,1137246068,672313389,,18148522663,1.090257381354624,1.8647389505442449,0.062663286,0.037045075,0.053463051,93.10813914840224,13.798627847179333,12.42,6,67.6,0.1150947232861776,-0.135727182,-0.047427126,-0.058249237,18148522662,-0.209102713,-351.2527939,9.643096971409308,95,70,76,2,6107.7,100.43,105.6,94.205,6107.7,363723405,1060.28,2053472.3,1972.91,0.5300000000000002,-2.061751,의료/의약,Growth,0.2361041640382434,-0.267577831,1903.05,0.010757176,0.124170154,0,0,0,0,0.07167125,0.19671465,0.057032533,0.026247254,0,0.0853186,0,0.11877873,0.06046394,0.1204756,0,0,0,0.079639934
메카로,2017,Dec_17,719.26,38.04,33000,664,2017-12-06,9834640,40812990,23128407,17572006,11798331,3917320,25397323,494582,14178184,10679155,,45342775,0.985276773,2.322614162549228,0.312688934,0.2355205432397995,0.3582500048223326,1.0858714706384778,2.4383277858433776,61.08,6,61.9,-0.204318101,0.1465405379752811,0.2483098413001871,0.174737657,45342774,0.20442381,0.7883778155580681,-5.231535557,93.33,160,81,1.5,5365.7,99.09,112.3,97.698,5365.7,389266683,1085.78,2525207.8,2474.37,0.3719999999999999,-0.546066,반도체,Growth,0.2408413446594658,-0.280000559,18475.14,0,0.12734772,0,0,0.10557493,0,0.045067713,0.2855807,0.14369757,0,0,0.104165934,0,0.09599273,0.04566585,0.15464793,0.017684715,0,0,0.11402315
메탈라이프,2019,Dec_19,1,21.6,13000,1397,2019-12-24,3465288,13655012240,7489773246,3613208744,741185627,1372144000,12142901580,75637162,1865119406,1677938746,,13045678323,0.3203955572845054,3.779192736283271,0.1429683731133955,0.1286202759607933,0.1234624321568906,484.21336,9.002314308127465,56.09,1,79.21,-0.078859575,-1.655137149,-0.095956107,-0.06558651,13045678322,-0.195570693,-595.7492907,6.154935738706232,93.33,100,73,1.25,4172.1,100.65,101.6,99.719,4172.1,408816146,1175.84,2913884,2190.08,0.2630000000000001,-0.383929,전자/회로,Growth,0.2544064901782876,-0.2734641,19898.61,0,0.11678099,0,0,0.10153843,0,0.060946446,0.19273657,0.1374877,0,0,0.08239638,0,0.08045396,0.00403952,0.1398109,0.010282914,0,0,0.06188467
멕아이씨에스,2015,Dec_15,3.77,0,4500,174,2015-12-14,5361500,4994507201,15153090851,3241509204,8692747323,2397500000,1966113298,-36738417,-319067410,2674625172,,6940682426,2.758170008429232,1.5407968593261474,-0.045970611,0.3853547832675322,0.6181424805567425,498.8576279026392,-25.74171246,34.1,1,37.85,-58.69763071,0.980097232,-0.08072711,0.3890472999569266,6940682425,0.7235046757565654,504.7440546488856,-31.88616247,92.86,-200,70,1.5,9417.7,95.21,103.3,95.07,9417.7,367961865,1172.24,2245102.7,1927.82,0.4619999999999999,-0.979169,의료/의약,Growth,0.2233195056332552,-0.275212432,2070.29,0,0.14353205,0,0,0.05324695,0,0.03416585,0.23823245,0.11878413,0,0,0.07406169,0,0.13645464,0.078517586,0.12473577,0,0,0,0.11466971
명성티엔에스,2018,Sep_18,745.56,10.84,20000,804,2018-09-13,6370000,32306050141,22585836402,23400051029,14227497100,2500000000,14648801168,-45754774,4518954226,3431153096,,33236692182,2.200049468508739,1.3805974226706887,0.1359628148690239,0.1032338921458077,0.2006164876687523,538.6425582417583,3.820427813733735,61.97,6,69.86,-0.056941325,0.065909013,0.023288465,0.012454995,33236692181,-0.22433618,-381.6212838,1.902343275401739,93.33,150,77,1.5,8415.6,101.54,101,100.221,8415.6,402999746,1120.6,2650057.6,2286.23,0.3619999999999999,0.100361,에너지,Sensitive,0.2556245385226164,-0.254747809,5499.62,0,0.12628582,0,0,0.08035666,0,0.05507633,0.24816884,0.109991364,0,0,0.122181416,0,0.13267002,0.013063178,0.10628718,0.005411446,0,0,0.10134531
명신산업,2020,Dec_20,1195,29,6500,1476,2020-12-07,40779120,2.20941E+11,1.80518E+11,2.18721E+11,58667148620,11922105000,82937858806,-26209884886,22761536270,11889601165,,3.54761E+11,4.040605656874021,1.0101503584370444,0.064160216,0.033514406,0.1731913692168556,291.56100389120706,5.450882867714271,58.47,1,69.14,-1.149408551,0.1252252077434696,-0.012670673,-0.010112782,3.54761E+11,-0.440203028,-538.357819,4.118045167537077,92.31,177.78,76,0.5,11607.7,100.84,90.8,100.33,11607.7,443098121,1095.13,3201544.8,2745.44,0.7050000000000001,-0.307716,자동차,Sensitive,0.2699743863246608,-0.241387037,1888.2,0,0.17886476,0,0,0.085701376,0,0.048407413,0.21755059,0.25881895,0,0,0.08970216,0,0.10324345,0.00352457,0.20726411,0.014294576,0.042650208,0,0.03461979
모니터랩,2023,May_23,1715.41,5.7,9800,3570,2023-05-19,12396900,17069533856,4238528812,2597865705,4947329145,972885000,2728842928,418845735,1135173414,718990851,,14134540020,1.831103013095194,6.570599020244582,0.080312017,0.050867651,0.1744880470057015,57.99763255329962,12.124022328451042,49.7,2,75.26,-1.056921246,5.598217703648295,-0.065033799,-0.133495826,14134540019,-0.746674542,-122.1996125,10.747015590978483,93.75,100,74,3.5,2077.5,116.53,98.1,111.13,2077.5,420983378,1328.21,3789443.6,2537.79,0.072,-0.100847,소프트웨어,Growth,0.2141557306847857,-0.298161108,3173.54,0,0.08632827,0,0,0.003610585,0,0.046555508,0.086739436,0.1575583,0,0,0.10721307,0,0.059251394,0,0.09756561,0.028155599,0.01633992,0.025664356,0.021086344
모델솔루션,2022,Oct_22,1725.78,8.41,27000,1514,2022-10-07,6396700,29877309226,25248817834,9413442820,15055872752,2683350000,27887700501,78968203,4010460255,3506329206,,32283470111,0.7983458610029043,3.1738982,0.1242264304676934,0.1086106665096477,0.1143989254904566,548.1465765160161,7.644212768292351,62.92,1,84.77,-0.010732339,0.2054263143899373,-0.021859055,-0.013575422,32283470110,-0.166010892,-619.070816,4.660670039327114,94.44,100,79,3,-2148.4,117.13,88.8,109.16,-2148.4,414005699,1426.66,3771473.5,2232.84,0.032,-0.039533,로봇,Growth,0.2275379806196004,-0.297387237,846.85,0,0.09544892,0,0,0,0,0.084119245,0.0796623,0.13948025,0,0,0.14163725,0,0.10219588,0,0.11737182,0,0.015823662,0.058563244,0.020661954
모바일어플라이언스,2017,Feb_17,471.31,19.13,3500,637,2017-02-24,15000000,25835413446,15398279167,18655559992,3434327393,6922491000,-8248442297,0,4059594693,3601660799,,47459834011,-16.65965216,1.3848640007096498,0.085537482,0.075888609,-2.716284382,240.1107199333333,4.715693727014141,42.67,6,48.55,-12.7013913,0.2135719569014675,0.050326926,0.044630472,47459834010,-2.46164148,128.164402,0.4730339309570892,90.91,100,75,1.25,7785.8,98.75,94.4,97.632,7785.8,373908551,1144.92,2427679.6,2094.12,0.4979999999999998,-0.245873,소프트웨어,Growth,0.2416280192383111,-0.279611521,1703.06,0,0.15926959,0,0,0.0405537,0,0.07553195,0.18802242,0.11577027,0,0,0.08594478,0,0.11010264,0.04466038,0.11233768,0,0,0,0.08761886
모비릭스,2021,Jan_21,1,5.74,14000,1662,2021-01-28,9279000,21159982177,12560954903,2581717668,869963714,742500000,8972501317,10357194951,2682243192,2520452969,,21315972219,0.1719633136261638,8.196086829816744,0.1258325524373306,0.1182424588991251,0.1255693664682932,271.62980590580884,11.285052670943642,51.81,6,67.51,-0.00296444,0.8052456077314636,-0.058480646,-0.035175701,21315972218,-0.29364193,-395.3518055,7.928021964,92.86,100,70,0.5,9630.3,101.96,95.2,101.04,9630.3,442727709,1097.49,3237416.6,3069.05,0.7560000000000001,-0.216815,게임,Growth,0.2597921832402095,-0.288053284,1812.51,0,0.17953816,0,0,0.06784774,0,0.044111717,0.24651256,0.3050792,0,0,0.12193478,0,0.086522855,0,0.20249256,0.05523548,0,0,0.071778975
모아데이타,2022,Mar_22,114.19,0,20000,23,2022-03-10,5385072,13805628714,10454185515,4133849940,1477875495,2280536000,4088209855,372923707,2086930352,458277627,,14369563898,0.8323940210049707,3.339654054786517,0.145232685,0.031892243,0.067976875,85.10148555116812,8.935654597255098,1.2,1,56.83,-1.905422775,1.9593298047265952,-0.078590615,-0.119974497,14369563897,-0.351305968,-303.6578976,7.107901168417327,94.12,-100,88,1.25,8043.6,113.27,103.8,106.1,8043.6,457810337,1221.03,3668663.7,2680.32,0.4149999999999996,-0.072679,IT,Growth,0.2347006339101953,-0.300820481,3293.81,0,0.11667978,0,0,0.07087435,0,0.06441409,0.18501446,0.21867879,0,0,0.15581334,0,0.13234778,0,0.16330238,0.03932309,0.001771979,0.007217601,0.06563124
모트렉스,2017,Aug_17,357.12,11.24,38300,423,2017-08-04,5532051,92489046054,44155878900,66489888376,7754944853,497070000,61001781061,-595729336,21231062198,20303568832,,2.35229E+11,1.2190644933480217,1.3910242341057169,0.090257007,0.086314068,0.3333748460986627,3670.170219327336,2.939094198,39.25,2,69.49,-0.222058367,0.1832810983815094,0.071221563,0.113071535,2.35229E+11,0.4365625440405082,4468.428217852656,-10.84310171,93.33,100,78,1.25,6851.8,98.37,111.3,98.058,6851.8,384839045,1130.79,2486134.9,2395.45,0.5069999999999999,-0.261278,자동차,Sensitive,0.2700161305649091,-0.258322113,1746.56,0,0.14449443,0,0,0.11035914,0,0.05973969,0.28468063,0.13599889,0,0,0.1079119,0,0.11424357,0.047908574,0.14333096,0,0,0,0.13338391
미디어젠,2019,Nov_19,576.27,1.88,10600,573,2019-11-05,4638281,8202681038,8016164324,2923040496,5623577404,1840190500,-3987277414,9340050,-1176422327,-1067555464,,5955863185,-3.997955999,2.806215325865263,-0.197523397,-0.179244457,0.4993834779869428,-230.1618776,-6.521660875,20.73,3,26.21,2.025233756253876,-1.159003304,-0.181289265,-0.139441829,5955863184,0.002563163,-115.3162422,33.69559227639309,95.45,100,72,1.25,5456.7,100.37,102,99.481,5456.7,407460269,1167.45,2897353.1,2142.64,0.258,-0.375838,소프트웨어,Growth,0.2534792267313187,-0.274025419,2193.27,0,0.11757775,0,0,0.097702,0,0.045587223,0.18949573,0.122932926,0,0,0.089969054,0,0.08489643,0.012491336,0.09887459,0.012022431,0,0,0.062395766
미래반도체,2023,Jan_23,1576.56,3.66,6000,938,2023-01-27,14438000,1.31182E+11,4520961069,43739846973,38522808248,1073000000,52367785082,0,17260031120,14207628091,,3.92883E+11,1.5393234791512789,2.999152679134363,0.043931713,0.036162475,0.2658573984120872,984.0440567253082,3.096216032894384,68.12,1,75.07,0.157702477,0.9269258030772756,-0.015837498,-0.008846837,3.92883E+11,-0.111822257,-38.61454343,1.1023257219606049,94.12,100,70,3.5,-2999.7,116.69,90.6,110.07,-2999.7,429967671,1247.25,3804336.3,2484.02,-0.049,0.232736,반도체,Growth,0.2498603358925499,-0.293892195,24752.03,0,0.089847304,0,0,0.002658841,0,0.0661195,0.07311176,0.15839069,0.002814845,0,0.10834395,0,0.04602941,0,0.12369145,0.04102596,0.05088011,0.019937735,0.01223919
미래에셋벤처투자,2019,Mar_19,441.4,3.7,4500,1021,2019-03-15,30667215,3.34012E+11,0,2.14712E+11,0,26532215000,81702109703,570096017,23349615097,19531859963,,83493736661,1.9733781431137425,1.5556271049503465,0.2796570860375282,0.2339320378282141,0.1795134777957577,636.8970890574838,5.109289986383025,67.2,6,69.27,-0.056044202,0.03340026,0.1565717642939913,0.1191861140617615,83493736660,0.1087534097986163,431.2957826460604,-8.85357023,93.75,100,76,1.75,4720.5,100.34,100.8,99.121,4720.5,405252892,1130.72,2751537.8,2176.11,0.1640000000000001,-0.483198,투자,Sensitive,0.2276064882822026,-0.241479763,1818.98,0,0.11790349,0,0,0.10100266,0,0.052494243,0.20684391,0.098289736,0,0,0.0910579,0,0.10628431,0.03142129,0.10551645,0.000728814,0,0,0.09665376
미래에셋생명,2015,Jul_15,40.3,2.07,7500,38,2015-07-08,145180000,1.58085E+13,9.96444E+12,1.40595E+13,1.00202E+13,6.31534E+11,2.41295E+11,6.10158E+11,36302076957,29228546071,,1.02373E+12,16.237321871826026,1.124399790416572,0.035460572,0.02855101,0.019709244,201.3262575492492,46.64190661830733,19.87,6,52.29,-1.763685328,0.006652605,-0.003147834,-0.002258317,1.02373E+12,-0.074267103,-632.3270751,36.764454377491575,93.75,-38.89,67,1.5,8858.7,97.5,100.9,95.08,8858.7,370822336,1143.22,2197381.9,2016.21,0.6730000000000003,-0.178494,금융,Infra,0.2552298392456543,-0.272943148,444.86,0,0.13567062,0,0,0.06067636,0,0.045659985,0.2236391,0.069616824,0.01309809,0,0.10339476,0,0.13436776,0.08467702,0.12432599,0,0,0,0.13093361
미래테크놀로지,2015,Dec_15,101,5.7,16100,1,2015-12-01,5545000,16355045501,2623151735,1435029318,0,2000000000,15543107918,0,3246373206,2649241023,,11509551725,0.081800176,11.39701140307992,0.2820590483075482,0.2301776025946831,0.1510132090267633,477.7711493237151,5.403928262337931,33.62,6,73.56,-0.023053406,2.157595939614618,0.014115273,0.006045637,11509551724,-0.102151937,-225.0585279,2.099792328983754,94.74,100,70,1.5,9417.7,95.21,103.3,95.07,9417.7,367961865,1172.24,2245102.7,2023.93,0.4619999999999999,-0.178494,소프트웨어,Growth,0.2334958696610894,-0.27018654,1421.1,0,0.14009227,0,0,0.039467875,0,0.037583888,0.243705,0.11380316,0.00767863,0,0.095156945,0,0.110078074,0.08050869,0.12624459,0,0,0,0.11424056
미코바이오메드,2020,Oct_20,159,0.57,15000,41,2020-10-22,16716042,33969562360,10124616859,45498852297,6397636819,7074688000,-66600859604,-121258598,2366099126,-15294578193,,21685370455,-0.870054065,0.7466026206168679,0.1091103853129909,-0.705294762,0.2564163810780094,-914.9640922,-3.297541431,36.07,1,37.97,-0.331231336,-0.161174485,2.9536126878009368,2.866887912,21685370454,-0.071827756,-39.21614393,-3.211723153,93.75,100,65,0.5,12823.9,99.98,92.6,100.18,12823.9,426509822,1144.68,3153175.1,2355.05,0.5969999999999999,-0.880964,의료/의약,Growth,0.2203954901467518,-0.280555602,2350.11,0,0.13084532,0,0,0.085491545,0,0.027202427,0.20460969,0.21884122,0,0,0.08151959,0,0.08463323,0,0.12630975,0.035124578,0.009493575,0,0.042573776
미투온,2016,Oct_16,73.1,0,3800,1,2016-10-10,30175943,15774,4467,1910,0,11400,4714,696,2522,2648,,8794,0.1136228435455086,8.258638743455498,0.2867864453036161,0.3011143961792131,0.1575252825698988,8.77520215358307e-05,7.268437747819191,20.01,6,51.25,-0.11012894,3.732658507561331,-0.048134662,-0.001237494,8793,-0.204671579,-8.05E-05,4.517504414485858,95,0,75,1.25,4605.5,95.69,102.8,96.379,4605.5,375166658,1125.28,2391859.8,2056.82,0.2350000000000001,-0.627855,소프트웨어,Growth,0.2225093564665478,-0.273870258,1579.7,0,0.1111067,0,0,0.04133111,0,0.048002694,0.19911441,0.0970198,0,0,0.0580628,0,0.113207705,0.053805135,0.10579178,0,0,0,0.08923011
미투젠,2020,Aug_20,1,1.35,27000,1010,2020-08-18,12889592,62977189251,5241384943,31187705245,2794924114,6307976600,31330155943,-3402187708,11809585837,9481754383,,27732814794,0.9926008913374276,2.019295384391786,0.4258343743583866,0.3418965746330004,0.2769531972521067,735.6132283,2.898996231327363,38.31,3,72.42,0.4819622591208875,-1.093572203,-0.022039819,-0.021627849,27732814793,-0.522080885,-2161.941209,1.8831867760677288,94.74,100,62,0.5,6107.1,100.18,89.1,100.19,6107.1,418950799,1186.85,3098859.5,2348.24,0.544,-0.371473,소프트웨어,Growth,0.2488710492425405,-0.285733958,2576.46,0,0.13560703,0,0,0.0808135,0,0.01648332,0.20521349,0.19644073,0,0,0.08723578,0,0.07405036,0.003888537,0.1355015,0.014743892,0,0,0.0627946
