Date,category_scores,weighted_avg_scores
2018-06-25,"{'성장_긍정': 0.22844784127607598, '성장_부정': 0.2708398195367744, '민감_긍정': 0.24279691195477585, '민감_부정': 0.24650741360860431, '방어_긍정': 0.22610833938009034, '방어_부정': 0.2243632350885811, '금융_긍정': 0.27942236264251336, '금융_부정': 0.2628697586519451}","{'성장_긍정': 0.22449992205794211, '성장_부정': 0.2805428314191599, '민감_긍정': 0.24183226535136504, '민감_부정': 0.2567721909590813, '방어_긍정': 0.24862824224922028, '방어_부정': 0.2627273840848573, '금융_긍정': 0.2801919901039739, '금융_부정': 0.28255284838347433}"
2018-06-26,"{'성장_긍정': 0.19535109088143934, '성장_부정': 0.2670644754923736, '민감_긍정': 0.22918443445152284, '민감_부정': 0.245462499873991, '방어_긍정': 0.20483361392594343, '방어_부정': 0.2328246432440224, '금융_긍정': 0.2676970774760472, '금융_부정': 0.2778152842543738}","{'성장_긍정': 0.22411644659185553, '성장_부정': 0.28028596720717125, '민감_긍정': 0.24137946181601233, '민감_부정': 0.25624019113683805, '방어_긍정': 0.24548187952530315, '방어_부정': 0.2589986723847469, '금융_긍정': 0.27947119386019675, '금융_부정': 0.280962037384919}"
2018-06-27,"{'성장_긍정': 0.2257683625987647, '성장_부정': 0.27314836303606044, '민감_긍정': 0.23611391837616355, '민감_부정': 0.2357294304565387, '방어_긍정': 0.22655737528090544, '방어_부정': 0.25109920533528746, '금융_긍정': 0.2757061044773305, '금융_부정': 0.2744667097246699}","{'성장_긍정': 0.21951532841223703, '성장_부정': 0.2794241287867834, '민감_긍정': 0.2395635696383724, '민감_부정': 0.25557842441507234, '방어_긍정': 0.2398888745524726, '방어_부정': 0.25650221006741636, '금융_긍정': 0.2777153448384076, '금융_부정': 0.28153791305704223}"
2018-06-28,"{'성장_긍정': 0.24175925588454683, '성장_부정': 0.2620152833266214, '민감_긍정': 0.27019198611259065, '민감_부정': 0.2521970059412023, '방어_긍정': 0.2401916061116814, '방어_부정': 0.2439328515741967, '금융_긍정': 0.2922566083731061, '금융_부정': 0.2699256137724808}","{'성장_긍정': 0.2195635887884061, '성장_부정': 0.2787683844736747, '민감_긍정': 0.23869304658522064, '민감_부정': 0.2529272434075418, '방어_긍정': 0.2373651729349618, '방어_부정': 0.2558202869343903, '금융_긍정': 0.2771168509330772, '금융_부정': 0.2808311072250277}"
2018-06-29,"{'성장_긍정': 0.25022383938192794, '성장_부정': 0.25630194403282824, '민감_긍정': 0.24957047417856687, '민감_부정': 0.21176427926834385, '방어_긍정': 0.2424181691758108, '방어_부정': 0.21147003427300687, '금융_긍정': 0.28541986668261254, '금융_부정': 0.24162097310551062}","{'성장_긍정': 0.2221228612781198, '성장_부정': 0.2767718163176775, '민감_긍정': 0.2428200342603042, '민감_부정': 0.2527552795636419, '방어_긍정': 0.23706673921487836, '방어_부정': 0.25416418630890086, '금융_긍정': 0.2791882774984758, '금융_부정': 0.27953763499445144}"
2018-06-30,"{'성장_긍정': 0.2778157280019629, '성장_부정': 0.3008031176789277, '민감_긍정': 0.2966204065033326, '민감_부정': 0.2772776956321265, '방어_긍정': 0.32774144230894975, '방어_부정': 0.28632283681762283, '금융_긍정': 0.3457986534983454, '금융_부정': 0.3022017213479856}","{'성장_긍정': 0.22567116284633018, '성장_부정': 0.27391733407395236, '민감_긍정': 0.2439429715781806, '민감_부정': 0.24714938967119313, '방어_긍정': 0.23707861955122184, '방어_부정': 0.24796420561344046, '금융_긍정': 0.28017178638182816, '금융_부정': 0.2742971115494317}"
2018-07-01,"{'성장_긍정': 0.25993334146606656, '성장_부정': 0.29221078455272215, '민감_긍정': 0.2866920564031229, '민감_부정': 0.2811562613437375, '방어_긍정': 0.2901333051392408, '방어_부정': 0.2790537969315336, '금융_긍정': 0.30917225643532964, '금융_부정': 0.28503314473142444}","{'성장_긍정': 0.23235260494640225, '성장_부정': 0.27698304458696693, '민감_긍정': 0.2509468842821923, '민감_부정': 0.2505453617279154, '방어_긍정': 0.2481935891561974, '방어_부정': 0.25205525662692974, '금융_긍정': 0.2888290987563379, '금융_부정': 0.27743051909641053}"
2018-07-02,"{'성장_긍정': 0.2270273945217288, '성장_부정': 0.28680953047587854, '민감_긍정': 0.24726753985076808, '민감_부정': 0.2598205208153924, '방어_긍정': 0.26430357064931037, '방어_부정': 0.2710148041346396, '금융_긍정': 0.2803686056483386, '금융_부정': 0.2870131941998022}","{'성장_긍정': 0.2367441229890064, '성장_부정': 0.27879639604278694, '민감_긍정': 0.2566162687550397, '민감_부정': 0.254388033769946, '방어_긍정': 0.2542479906337808, '방어_부정': 0.2551181430943355, '금융_긍정': 0.29233896722015484, '금융_부정': 0.2780289670414012}"
2018-07-03,"{'성장_긍정': 0.19385493054966485, '성장_부정': 0.24547106142398997, '민감_긍정': 0.22496866269836355, '민감_부정': 0.21743780084006736, '방어_긍정': 0.24931098637898635, '방어_부정': 0.24041613952461333, '금융_긍정': 0.2522965142885743, '금융_부정': 0.24679824821714177}","{'성장_긍정': 0.23662022935844407, '성장_부정': 0.2799498782321642, '민감_긍정': 0.2568006863302281, '민감_부정': 0.2554780919740058, '방어_긍정': 0.2568227946495098, '방어_부정': 0.2572173961467537, '금융_긍정': 0.29198562383073995, '금융_부정': 0.27919117761402984}"
2018-07-04,"{'성장_긍정': 0.16700108526505017, '성장_부정': 0.28511631815484034, '민감_긍정': 0.18614175211675607, '민감_부정': 0.25467443489799924, '방어_긍정': 0.19987609114074978, '방어_부정': 0.2696311656575278, '금융_긍정': 0.2193023729858071, '금융_부정': 0.27689636828883113}","{'성장_긍정': 0.23202381856566573, '성장_부정': 0.2754061300234616, '민감_긍정': 0.25390104911214756, '민감_부정': 0.2509246128330982, '방어_긍정': 0.2572809973065943, '방어_부정': 0.2551129585124534, '금융_긍정': 0.28784818548566643, '금융_부정': 0.2749847462491678}"
2018-07-05,"{'성장_긍정': 0.25945412845963733, '성장_부정': 0.26523378260888164, '민감_긍정': 0.25970690459377865, '민감_부정': 0.21849835554565442, '방어_긍정': 0.23521689183542938, '방어_부정': 0.21881265123355492, '금융_긍정': 0.25774317538029506, '금융_부정': 0.230498355259767}","{'성장_긍정': 0.22427582118532222, '성장_부정': 0.2763948838779012, '민감_긍정': 0.2458543880303697, '민감_부정': 0.25144170372040775, '방어_긍정': 0.25100926921250033, '방어_부정': 0.25695886307350996, '금융_긍정': 0.27951610508672836, '금융_부정': 0.2750145980782125}"
2018-07-06,"{'성장_긍정': 0.2247751836663781, '성장_부정': 0.26996216992674815, '민감_긍정': 0.23104643424207455, '민감_부정': 0.24149004447067898, '방어_긍정': 0.24541323397076747, '방어_부정': 0.25412328278574653, '금융_긍정': 0.2533692829584584, '금융_부정': 0.2649010283681338}","{'성장_긍정': 0.22950193817987555, '성장_부정': 0.27473087582535305, '민감_긍정': 0.24809645620894621, '민감_부정': 0.24692508836246566, '방어_긍정': 0.24974218635802206, '방어_부정': 0.2519634750610991, '금융_긍정': 0.2768493203283163, '금융_부정': 0.2688907556321023}"
2018-07-07,"{'성장_긍정': 0.2845694504708171, '성장_부정': 0.30254376937112976, '민감_긍정': 0.33532803613145773, '민감_부정': 0.3033344648894807, '방어_긍정': 0.3460472502965231, '방어_부정': 0.307590408028006, '금융_긍정': 0.32939925420700017, '금융_부정': 0.29997915402559544}","{'성장_긍정': 0.22890062633058625, '성장_부정': 0.27385758547647715, '민감_긍정': 0.24541308941392953, '민감_부정': 0.24537997447436644, '방어_긍정': 0.24902429917720856, '방어_부정': 0.2519741493348045, '금융_긍정': 0.27305619402010434, '금융_부정': 0.26762466235928106}"
2018-07-08,"{'성장_긍정': 0.23309700323102106, '성장_부정': 0.2781552281270287, '민감_긍정': 0.2536184162658307, '민감_부정': 0.2648184989614432, '방어_긍정': 0.2646930301597098, '방어_부정': 0.2633111200288662, '금융_긍정': 0.2864150985749916, '금융_부정': 0.2649787422700074}","{'성장_긍정': 0.235750681705628, '성장_부정': 0.2774272039110389, '민감_긍정': 0.2566213889768386, '민감_부정': 0.2524766344717889, '방어_긍정': 0.26140638275901296, '방어_부정': 0.259127983029353, '금융_긍정': 0.27925177157476316, '금융_부정': 0.2712672979998343}"
2018-07-09,"{'성장_긍정': 0.2017075233469112, '성장_부정': 0.27151358806650816, '민감_긍정': 0.22669759326087913, '민감_부정': 0.24461085161971519, '방어_긍정': 0.208426310400189, '방어_부정': 0.23719887190804861, '금융_긍정': 0.26083816316115455, '금융_부정': 0.2577899455938432}","{'성장_긍정': 0.2356763999212962, '성장_부정': 0.277557311739391, '민감_긍정': 0.25645929474568935, '민감_부정': 0.2540800792835161, '방어_긍정': 0.26266034667782273, '방어_부정': 0.2601650495410568, '금융_긍정': 0.2795362621622576, '금융_부정': 0.2699821831522758}"
2018-07-10,"{'성장_긍정': 0.23944338862424214, '성장_부정': 0.2614053010093081, '민감_긍정': 0.2597285391988707, '민감_부정': 0.24391917448670353, '방어_긍정': 0.24510026422534667, '방어_부정': 0.2261211545239995, '금융_긍정': 0.29525726886856635, '금융_부정': 0.2539488032918506}","{'성장_긍정': 0.2314366541232169, '성장_부정': 0.27703840302687965, '민감_긍정': 0.25288327923876747, '민감_부정': 0.2532646813419042, '방어_긍정': 0.25651866515257077, '방어_부정': 0.2579442688939661, '금융_긍정': 0.2768445197872806, '금융_부정': 0.2683065730770009}"
2018-07-11,"{'성장_긍정': 0.24085051800057702, '성장_부정': 0.2799744259103019, '민감_긍정': 0.22664487778314327, '민감_부정': 0.2524594482969596, '방어_긍정': 0.2356892445026068, '방어_부정': 0.2541814310169112, '금융_긍정': 0.25671623077020267, '금융_부정': 0.27138655473821527}","{'성장_긍정': 0.2324830267233452, '성장_부정': 0.27516530586360133, '민감_긍정': 0.2538647167016149, '민감_부정': 0.2523751222776897, '방어_긍정': 0.255435244413339, '방어_부정': 0.25412421510215005, '금융_긍정': 0.2789189838826381, '금융_부정': 0.26616718986677557}"
2018-07-12,"{'성장_긍정': 0.1584286798254627, '성장_부정': 0.2896531681435598, '민감_긍정': 0.14296928622599786, '민감_부정': 0.23126136494305882, '방어_긍정': 0.14093569073555864, '방어_부정': 0.2390154518749917, '금융_긍정': 0.18567430055220496, '금융_부정': 0.2721132810990311}","{'성장_긍정': 0.233297089928482, '성장_부정': 0.27582198892029425, '민감_긍정': 0.250144103073343, '민감_부정': 0.25263896472519787, '방어_긍정': 0.25271352913679507, '방어_부정': 0.2541093742591035, '금융_긍정': 0.27559216488495164, '금융_부정': 0.2665801400014229}"
2018-07-13,"{'성장_긍정': 0.2455082787381972, '성장_부정': 0.2697555421994815, '민감_긍정': 0.24965766118535437, '민감_부정': 0.23565894407192267, '방어_긍정': 0.25598464361905154, '방어_부정': 0.2319251112757942, '금융_긍정': 0.2785780053638234, '금융_부정': 0.2539050312399124}","{'성장_긍정': 0.22297793513501477, '성장_부정': 0.27770416081880966, '민감_긍정': 0.23535692524309954, '민감_부정': 0.2499170625556104, '방어_긍정': 0.23727103650824766, '방어_부정': 0.2520430483334998, '금융_긍정': 0.26297394446493344, '금융_부정': 0.2671193217935738}"
2018-07-14,"{'성장_긍정': 0.22223149747963927, '성장_부정': 0.2740533575982413, '민감_긍정': 0.24694881232910149, '민감_부정': 0.24279896391193959, '방어_긍정': 0.2541892951648703, '방어_부정': 0.25498399778997094, '금융_긍정': 0.27878211221702665, '금융_부정': 0.2564737268989894}","{'성장_긍정': 0.22506301806380824, '성장_부정': 0.2766700979741439, '민감_긍정': 0.23600650883492827, '민감_부정': 0.24798089132699663, '방어_긍정': 0.2381136986963195, '방어_부정': 0.24907817603942406, '금융_긍정': 0.2637579542847586, '금융_부정': 0.2652099020109227}"
2018-07-15,"{'성장_긍정': 0.2606755874798907, '성장_부정': 0.29131141223545765, '민감_긍정': 0.2908412143071286, '민감_부정': 0.28313693232578185, '방어_긍정': 0.28854886533201424, '방어_부정': 0.2726152764029245, '금융_긍정': 0.32975943138084296, '금융_부정': 0.2997600471889109}","{'성장_긍정': 0.22408944025949618, '성장_부정': 0.27608094767629693, '민감_긍정': 0.23629408222681106, '민감_부정': 0.2467691545074939, '방어_긍정': 0.23858777657199345, '방어_부정': 0.24899301169006918, '금융_긍정': 0.26463433893566607, '금융_부정': 0.2635259839529637}"
2018-07-16,"{'성장_긍정': 0.22607108356236663, '성장_부정': 0.27382129603021194, '민감_긍정': 0.22402416583190862, '민감_부정': 0.22204108034478537, '방어_긍정': 0.22396604209499818, '방어_부정': 0.23107915509982946, '금융_긍정': 0.26222687420046664, '금융_부정': 0.2594854175652352}","{'성장_긍정': 0.22877111474590642, '성장_부정': 0.2780476309498949, '민감_긍정': 0.24290703868409014, '민감_부정': 0.25126418235002906, '방어_긍정': 0.24434362710942067, '방어_부정': 0.2515571496227048, '금융_긍정': 0.27294595224919016, '금융_부정': 0.2680490799760324}"
2018-07-17,"{'성장_긍정': 0.18983352540142948, '성장_부정': 0.2656087250513586, '민감_긍정': 0.2144280966241741, '민감_부정': 0.2520356220597542, '방어_긍정': 0.22106113875561345, '방어_부정': 0.24565204793284734, '금융_긍정': 0.2556244557381278, '금융_부정': 0.24713071484802326}","{'성장_긍정': 0.22883178636699134, '성장_부정': 0.2776908641801007, '민감_긍정': 0.24057153955511124, '민감_부정': 0.2475942330619357, '방어_긍정': 0.24150352445150508, '방어_부정': 0.24864445729139065, '금융_긍정': 0.2720571562725163, '금융_부정': 0.2670619691687301}"
2018-07-18,"{'성장_긍정': 0.23573126591046378, '성장_부정': 0.3008067205834898, '민감_긍정': 0.27345789648150837, '민감_부정': 0.2816329405768698, '방어_긍정': 0.24288934075345828, '방어_부정': 0.2631536119524991, '금융_긍정': 0.2986458118321979, '금융_부정': 0.30644695483189704}","{'성장_긍정': 0.22406989129004043, '성장_부정': 0.2763627854173705, '민감_긍정': 0.237177929998614, '민감_부정': 0.24828336019746303, '방어_긍정': 0.23866026828695067, '방어_부정': 0.2480551568524295, '금융_긍정': 0.2704608162289389, '금융_부정': 0.2646897339670812}"
2018-07-19,"{'성장_긍정': 0.1946724226475427, '성장_부정': 0.24486678101331488, '민감_긍정': 0.183833431026608, '민감_부정': 0.2153497699647056, '방어_긍정': 0.16532310042573953, '방어_부정': 0.2059233707957853, '금융_긍정': 0.20767803640610777, '금융_부정': 0.23547485228495818}","{'성장_긍정': 0.22546599404427733, '성장_부정': 0.27953598545294955, '민감_긍정': 0.2417553467666584, '민감_부정': 0.25258929340937064, '방어_긍정': 0.23899648522328387, '방어_부정': 0.24974953248839107, '금융_긍정': 0.2745689623174323, '금융_부정': 0.2702231644144165}"
2018-07-20,"{'성장_긍정': 0.2479364204505902, '성장_부정': 0.24418191713614973, '민감_긍정': 0.2384770964253621, '민감_부정': 0.22144208312468008, '방어_긍정': 0.2520734624733389, '방어_부정': 0.2408502736307537, '금융_긍정': 0.2630710926717682, '금융_부정': 0.23639118761499384}","{'성장_긍정': 0.22073301121445413, '성장_부정': 0.27510109447508957, '민감_긍정': 0.2335512524800994, '민감_부정': 0.24780072286652427, '방어_긍정': 0.22858088678627642, '방어_부정': 0.2438749002911245, '금융_긍정': 0.2657924198839099, '금융_부정': 0.26601221369794037}"
2018-07-21,"{'성장_긍정': 0.2596576371699345, '성장_부정': 0.3206803193709002, '민감_긍정': 0.2720535466526265, '민감_부정': 0.30731108301102844, '방어_긍정': 0.31460928760562673, '방어_부정': 0.32233929846665027, '금융_긍정': 0.31123486914456494, '금융_부정': 0.3230681168708226}","{'성장_긍정': 0.22371886338515246, '성장_부정': 0.27076885975737486, '민감_긍정': 0.23335558475687113, '민감_부정': 0.24385444727435018, '방어_긍정': 0.23039765844523163, '방어_부정': 0.2427799435236419, '금융_긍정': 0.2648784291331821, '금융_부정': 0.2618760458157052}"
2018-07-22,"{'성장_긍정': 0.26020843977838015, '성장_부정': 0.30522986802550534, '민감_긍정': 0.2715547886715467, '민감_부정': 0.2936515124440957, '방어_긍정': 0.28727154385657916, '방어_부정': 0.2927478733308582, '금융_긍정': 0.30225597495586054, '금융_부정': 0.3045945812763756}","{'성장_긍정': 0.22804696124429466, '성장_부정': 0.2768819382213469, '민감_긍정': 0.23756600885267537, '민감_부정': 0.25154830463222255, '방어_긍정': 0.24048910937418166, '방어_부정': 0.25267659967861217, '금융_긍정': 0.2702938770577481, '금융_부정': 0.2695683241271343}"
2018-07-23,"{'성장_긍정': 0.18296848314162809, '성장_부정': 0.32378635309217396, '민감_긍정': 0.19849242171989304, '민감_부정': 0.3088182966990745, '방어_긍정': 0.19661446803019364, '방어_부정': 0.2964668312845761, '금융_긍정': 0.20755323862136912, '금융_부정': 0.31461478180089775}","{'성장_긍정': 0.23268575481599993, '성장_부정': 0.2807622274583161, '민감_긍정': 0.2423125460698483, '민감_부정': 0.25738301336096536, '방어_긍정': 0.24723493697174348, '방어_부정': 0.25848726685891826, '금융_긍정': 0.2746851332339386, '금융_부정': 0.2745775694750635}"
2018-07-24,"{'성장_긍정': 0.2456441473547537, '성장_부정': 0.25240581147103014, '민감_긍정': 0.2646484670375515, '민감_부정': 0.2314566045103324, '방어_긍정': 0.24369800136636663, '방어_부정': 0.2212394922057729, '금융_긍정': 0.27616778076381004, '금융_부정': 0.2404921720951718}","{'성장_긍정': 0.22676768334521102, '성장_부정': 0.28685886099085556, '민감_긍정': 0.23714661176579396, '민감_부정': 0.2649653598619658, '방어_긍정': 0.24167812099534078, '방어_부정': 0.2645134450682726, '금융_긍정': 0.2662984924095219, '금융_부정': 0.28054554785477315}"
2018-07-25,"{'성장_긍정': 0.24959954998266942, '성장_부정': 0.2783087059409088, '민감_긍정': 0.23437484262415995, '민감_부정': 0.23094134969244812, '방어_긍정': 0.2503869509278645, '방어_부정': 0.26019292203301453, '금융_긍정': 0.2578659781987639, '금융_부정': 0.25216329985488295}","{'성장_긍정': 0.229384834152413, '성장_부정': 0.2829402531165219, '민감_긍정': 0.24107010418543678, '민감_부정': 0.2616213145941876, '방어_긍정': 0.24251160320061826, '방어_부정': 0.2599448546444862, '금융_긍정': 0.2675679326759049, '금융_부정': 0.276089322690795}"
2018-07-26,"{'성장_긍정': 0.1829886769246943, '성장_부정': 0.2557544721670965, '민감_긍정': 0.20411108236289333, '민감_부정': 0.21310349141367677, '방어_긍정': 0.20263497988848195, '방어_부정': 0.22286638910088524, '금융_긍정': 0.25181940165260286, '금융_부정': 0.2547795789832543}","{'성장_긍정': 0.2324703171316179, '성장_부정': 0.2825610739290128, '민감_긍정': 0.24091025689435427, '민감_부정': 0.258327259826657, '방어_긍정': 0.24425030023180005, '방어_부정': 0.26061654688641034, '금융_긍정': 0.2665789372488984, '금융_부정': 0.2733174062871276}"
2018-07-27,"{'성장_긍정': 0.20725267489773413, '성장_부정': 0.2757439377428969, '민감_긍정': 0.23202199467853366, '민감_부정': 0.24677933852456102, '방어_긍정': 0.22901613586300323, '방어_부정': 0.2564231131010853, '금융_긍정': 0.27723980666614545, '금융_부정': 0.2657487776802005}","{'성장_긍정': 0.2265910262556443, '성장_부정': 0.27919052757137064, '민감_긍정': 0.23664162285566462, '민감_부정': 0.2528597582277141, '방어_긍정': 0.23948208963463316, '방어_부정': 0.25625411577532586, '금융_긍정': 0.26477278164022705, '금융_부정': 0.2710774057185129}"
2018-07-28,"{'성장_긍정': 0.21498027839588926, '성장_부정': 0.30268666203871203, '민감_긍정': 0.23912739943518482, '민감_부정': 0.299542159180974, '방어_긍정': 0.24838605979212955, '방어_부정': 0.30009553410165024, '금융_긍정': 0.23866038805477863, '금융_부정': 0.2909125348027813}","{'성장_긍정': 0.22371303037513096, '성장_부정': 0.27880808801408713, '민감_긍정': 0.2355121409720423, '민감_부정': 0.25205530170574036, '방어_긍정': 0.23764375422308884, '방어_부정': 0.2565197151287833, '금융_긍정': 0.2657260600228814, '금융_부정': 0.2704650478534508}"
2018-07-29,"{'성장_긍정': 0.2714299049703218, '성장_부정': 0.32046340557639635, '민감_긍정': 0.28744803115468504, '민감_부정': 0.3007605128304104, '방어_긍정': 0.29231917967128834, '방어_부정': 0.2999859882607174, '금융_긍정': 0.32695650405800886, '금융_부정': 0.3227427965988943}","{'성장_긍정': 0.22222972071189986, '성장_부정': 0.28196097935773695, '민감_긍정': 0.23549800511794317, '민감_부정': 0.2581799794193585, '방어_긍정': 0.23864491826643802, '방어_부정': 0.26237498964588474, '금융_긍정': 0.2615481606735218, '금융_부정': 0.2730950600195873}"
2018-07-30,"{'성장_긍정': 0.24331509806015508, '성장_부정': 0.29762738715488124, '민감_긍정': 0.2466823951692911, '민감_부정': 0.2640030113920592, '방어_긍정': 0.24312013455959286, '방어_부정': 0.24899700589090557, '금융_긍정': 0.2544806949708156, '금융_부정': 0.26991362387325013}","{'성장_긍정': 0.2283420871546288, '성장_부정': 0.28721140503554976, '민감_긍정': 0.24200110980638612, '민감_부정': 0.2639266929027202, '방어_긍정': 0.24555910053532023, '방어_부정': 0.26778602437170296, '금융_긍정': 0.26952518844994766, '금융_부정': 0.2796411184451693}"
2018-07-31,"{'성장_긍정': 0.2410481827352039, '성장_부정': 0.27064333115103256, '민감_긍정': 0.24552505176595407, '민감_부정': 0.23624403767586255, '방어_긍정': 0.25041255670647955, '방어_부정': 0.22725991755330585, '금융_긍정': 0.27045233698650706, '금융_부정': 0.2348056556359899}","{'성장_긍정': 0.2306033906046647, '성장_부정': 0.2891393902253421, '민감_긍정': 0.24310111239346646, '민감_부정': 0.2646045625704481, '방어_긍정': 0.24587750236703085, '방어_부정': 0.2661378546686149, '금융_긍정': 0.2678654695606795, '금융_부정': 0.2789244038462847}"
2018-08-01,"{'성장_긍정': 0.246532402648689, '성장_부정': 0.2604725689168151, '민감_긍정': 0.22287803265051023, '민감_부정': 0.21089286268405907, '방어_긍정': 0.22911780715562846, '방어_부정': 0.20818922070254162, '금융_긍정': 0.2422905957904299, '금융_부정': 0.2266169973836406}","{'성장_긍정': 0.23239820996853774, '성장_부정': 0.28724277660391007, '민감_긍정': 0.24383100986641257, '민감_부정': 0.2611815983041377, '방어_긍정': 0.2469858072234255, '방어_부정': 0.2614207603225033, '금융_긍정': 0.26840907607569076, '금융_부정': 0.2734273105652128}"
2018-08-02,"{'성장_긍정': 0.24241858244368272, '성장_부정': 0.2731099250319849, '민감_긍정': 0.24223930277555847, '민감_부정': 0.24471521027537194, '방어_긍정': 0.24654338039432422, '방어_부정': 0.2468685656604072, '금융_긍정': 0.2503337372918681, '금융_부정': 0.24752200468719607}","{'성장_긍정': 0.23443650001293476, '성장_부정': 0.2839421127217284, '민감_긍정': 0.24124514331309208, '민감_부정': 0.2545288734140048, '방어_긍정': 0.24497527482588888, '방어_부정': 0.25433606954276156, '금융_긍정': 0.2650565658479071, '금융_부정': 0.2669557777001328}"
2018-08-03,"{'성장_긍정': 0.23759092749079488, '성장_부정': 0.23993368495081221, '민감_긍정': 0.23197293474690028, '민감_부정': 0.20592926894489236, '방어_긍정': 0.23970968575185034, '방어_부정': 0.2180249915445625, '금융_긍정': 0.264832997668252, '금융_부정': 0.2250450482196911}","{'성장_긍정': 0.23582341272772875, '성장_부정': 0.28271056443268056, '민감_긍정': 0.24172249243197794, '민감_부정': 0.2530595098969309, '방어_긍정': 0.24541930965634817, '방어_부정': 0.2529320951502587, '금융_긍정': 0.26331319083023685, '금융_부정': 0.2640318644512245}"
2018-08-04,"{'성장_긍정': 0.28250991884659993, '성장_부정': 0.3213813676893631, '민감_긍정': 0.2995726976382177, '민감_부정': 0.30715787454208154, '방어_긍정': 0.32062570253686895, '방어_부정': 0.3051805648985575, '금융_긍정': 0.32581682368654474, '금융_부정': 0.31437148002427334}","{'성장_긍정': 0.23611191278407928, '성장_부정': 0.2767865351421556, '민감_긍정': 0.240274746082767, '민감_부정': 0.2461390166756915, '방어_긍정': 0.24417865872525302, '방어_부정': 0.24729235663883728, '금융_긍정': 0.2630968057590772, '금융_부정': 0.2579962888885324}"
2018-08-05,"{'성장_긍정': 0.2754639766106192, '성장_부정': 0.3068191989734063, '민감_긍정': 0.30005337947144495, '민감_부정': 0.28996071748306995, '방어_긍정': 0.28570998529768243, '방어_부정': 0.27307562036331856, '금융_긍정': 0.3237745500419013, '금융_부정': 0.29750299395820057}","{'성장_긍정': 0.24248814019224943, '성장_부정': 0.2817626562375836, '민감_긍정': 0.24790224584933615, '민감_부정': 0.25286341195483714, '방어_긍정': 0.2538445602866507, '방어_부정': 0.25349074488019796, '금융_긍정': 0.270994817442771, '금융_부정': 0.2639789627035493}"
2018-08-06,"{'성장_긍정': 0.19007084843502076, '성장_부정': 0.2897293920537953, '민감_긍정': 0.23084782384421498, '민감_부정': 0.26316070960419, '방어_긍정': 0.20487978804284468, '방어_부정': 0.252917955068814, '금융_긍정': 0.2583801420074231, '금융_부정': 0.27912140406568076}","{'성장_긍정': 0.24770726785774916, '성장_부정': 0.2847904781868987, '민감_긍정': 0.2553317493747585, '민감_부정': 0.2572963120877236, '방어_긍정': 0.25879773369300213, '방어_부정': 0.25557189036036576, '금융_긍정': 0.278481650216303, '금융_부정': 0.26779533015591417}"
2018-08-07,"{'성장_긍정': 0.2519224346824185, '성장_부정': 0.2389832670298008, '민감_긍정': 0.25717228879769966, '민감_부정': 0.2186381780042278, '방어_긍정': 0.24603648578225315, '방어_부정': 0.20006077573799688, '금융_긍정': 0.28735931004087495, '금융_부정': 0.22978339691322597}","{'성장_긍정': 0.24139535427286207, '성장_부정': 0.2855245227283808, '민감_긍정': 0.2532624303327417, '민감_부정': 0.25819102826495965, '방어_긍정': 0.2529884194516504, '방어_부정': 0.2551527019247667, '금융_긍정': 0.27704428977489465, '금융_부정': 0.26922835788278277}"
2018-08-08,"{'성장_긍정': 0.2303332028958184, '성장_부정': 0.2828212503638965, '민감_긍정': 0.22120658267593135, '민감_부정': 0.23464125313852302, '방어_긍정': 0.2098360940996707, '방어_부정': 0.23426366268174667, '금융_긍정': 0.2485758113648846, '금융_부정': 0.2550717499613578}","{'성장_긍정': 0.24326267728007187, '성장_부정': 0.27981676927655297, '민감_긍정': 0.25439489326429116, '민감_부정': 0.25358424105834254, '방어_긍정': 0.2525879475754327, '방어_부정': 0.24810064078044683, '금융_긍정': 0.27898675265807943, '금융_부정': 0.2644210168248976}"
2018-08-09,"{'성장_긍정': 0.17676002989987846, '성장_부정': 0.25191256480463886, '민감_긍정': 0.16952425156601014, '민감_부정': 0.22217839426020602, '방어_긍정': 0.18752474961715532, '방어_부정': 0.23129970036493597, '금융_긍정': 0.22161977250779963, '금융_부정': 0.24697244876545585}","{'성장_긍정': 0.24219164283642394, '성장_부정': 0.2800819140258544, '민감_긍정': 0.2508031304104606, '민감_부정': 0.25123327745540386, '방어_긍정': 0.24733848552805268, '방어_부정': 0.2458106666235582, '금융_긍정': 0.2756514963913505, '금융_부정': 0.26308744450849614}"
2018-08-10,"{'성장_긍정': 0.17052145480081288, '성장_부정': 0.26433994624702106, '민감_긍정': 0.1575428480451539, '민감_부정': 0.2500579209611578, '방어_긍정': 0.18865876339683466, '방어_부정': 0.23868775451190583, '금융_긍정': 0.19358980024453276, '금융_부정': 0.2584250955203779}","{'성장_긍정': 0.23416100767985876, '성장_부정': 0.2761829240870359, '민감_긍정': 0.24044580207481414, '민감_부정': 0.2471853621596793, '방어_긍정': 0.2395003761861296, '방어_부정': 0.2433724428182497, '금융_긍정': 0.2688105793897139, '금융_부정': 0.26064626584115086}"
