기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,섹터
노브랜드,2024,May_24,1075.61,3.57,14000,2070,2024-05-23,7651263,1.71702E+11,1.18276E+11,1.53248E+11,31756286134,3478064000,71128014081,-8382650640,10411712773,4820429371,287.9,3.5925E+11,2.793637316,1.120422185,0.028981833,0.01341805,0.072790394,630.0174718,10.08227201,60.66,60,77.08,-0.051143189,0.219038705,-0.031073061,-0.039368679,3.5925E+11,-0.443165782,-3205.43908,7.194863894,65.22,230.43,0.029704742,0,0.437121596,0.001087367,-0.011421911,0.000500315,0.437121596,-0.011421854,0.01686394,0.00869222,0.010990951,0.009560731,-0.022663,Protective
노을,2022,Mar_22,31.5,0,10000,8,2022-03-03,11453530,16487019736,5388773996,2805550104,15847319306,4440025000,-30482300148,382244045,-7359846122,-10602469785,-7.9,1175769354,-0.726923102,5.876572909,-6.259600233,-9.017474175,0.41319006,-925.6945051,-0.437906482,1.06,1,67.13,0.984299684,1.845235944,-4.060093595,-6.293997881,1175769353,-0.131540287,-142.1305822,-2.181856526,93.75,-75,0.023529551,0.144337567,0.117896815,0.005241702,-0.01009633,0.001178215,0.117896815,-0.004555739,0.007796596,0.002684633,-0.013814524,-0.002455035,-0.518789,Growth
노터스,2019,Nov_19,699.46,0.59,20000,22,2019-11-27,6971092,18634444072,31719440469,11018310275,13061443081,645609200,16461512493,2374661117,2785586994,3254546760,82.5,20185119755,1.236013849,1.691225207,0.138002005,0.161234949,0.1670559,466.8632633,9.432170398,48.79,6,63.75,0.08623396,0.100346874,-0.0227418,0.057694871,20185119754,-0.032282597,-86.21608494,5.83987582,95,100,0.028522595,-0.096225045,-0.100352252,-0.001516711,0.0176504,0.005055637,-0.100352252,0.002347105,-0.002338804,0.001175374,0.006990761,-0.015142584,-0.179811,Growth
녹십자랩셀,2016,Jun_16,733.72,51.66,18500,800,2016-06-23,10560000,7793217994,9069614549,4962733602,2940460490,4250000000,4162969451,0,3219922268,2260239717,160,34489289880,0.939406013,1.57034784,0.093360063,0.065534539,0.268661348,214.037852,2.782563585,38.64,6,63.98,-0.287825145,0.041827645,0.000402618,0.011598485,34489289879,0.006942901,56.21080341,0.565589308,93.33,213.04,0.030697611,-0.096225045,0.346071782,0.000763907,-0.020680671,0.001052569,0.346071782,0.006183821,-0.027787032,0.002110006,0.006863585,-0.004678891,-0.352269,Growth
녹십자웰빙,2019,Oct_19,657.93,3.17,11300,657,2019-10-14,17752276,27468345952,17554809017,10795290598,2658126861,6581890000,18365226612,-389993128,5196088589,3767943172,10.6,32678698045,0.547841748,2.544474899,0.159005374,0.115302732,0.153435852,212.2512726,6.075673455,45.77,6,51.03,0.083914629,-0.072049245,0.002952905,0.009926405,32678698044,-0.106636487,-107.5935296,2.645247195,95,100,-0.043419817,-0.096225045,0.086487171,0.002365048,0.044200133,0.000736536,0.086487171,0.005978943,0.022520997,0.001176518,0.008109268,0.027443473,-0.303155,Protective
뉴로메카,2022,Nov_22,1652.13,7.67,16900,1181,2022-11-04,9855420,20478420097,2188188485,8775265601,175205096,4155210000,-2225003163,16757104,-2321393934,-2142105260,24.6,4603981720,4.597142509,2.333652453,-0.504214412,-0.465272321,-1.100228522,-217.3530159,-5.908578326,22.32,3,65.85,4.877995839,-0.269861573,-0.09491153,0.431753845,4603981719,-1.311430334,451.7479281,-0.735596708,93.33,100,-0.043453879,0.100461896,16.18611029,0.004199369,-0.034567844,0.002004518,16.18611029,-0.02622676,0.050911923,0.003229929,0.01346119,-0.010880828,-0.54096,Sensitive
뉴트리,2018,Dec_18,28.68,0,14500,0,2018-12-13,9100084,24546037353,6984272401,7394098131,551151570,3611112000,8306119277,62471024,10209895170,2840733056,-4.1,69474763064,0.663225972,3.319679685,0.14695833,0.040888704,0.237128852,312.1655862,2.310019805,51.89,6,62.12,-1.765101861,0.579062394,0.070505528,0.006169837,69474763063,-0.063579038,81.79122478,0.799844667,93.75,0,-0.029992222,0.096225045,-0.223879305,-0.001744362,-0.024276281,-0.002718611,-0.223879305,0.001189796,0.007441563,0.002497887,0.010143173,-0.008775679,-0.431594,Protective
뉴트리바이오텍,2015,Dec_15,93.92,28.32,21000,2,2015-12-16,10314000,22561238211,42751363056,29712121460,16911594837,4117000000,10399287474,1361970566,8108840509,6379407315,38.1,56166884783,2.936324386,0.759327746,0.144370487,0.113579511,0.401769974,618.5192277,2.304754292,51.78,6,54.91,-0.50459876,0.111229968,0.070586011,0.065752472,56166884782,0.167510162,400.9739969,-1.274216254,93.33,0,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.009163742,-0.127068051,-0.226824,Protective
뉴파워프라즈마,2016,Nov_16,501.2,7.8,17500,521,2016-11-30,7903379,45124589155,42678869260,24738224389,3440041613,3076189500,51103124798,2745663315,4350929653,3968911168,-4,24433455687,0.495007063,1.82408359,0.178072627,0.16243757,0.069721787,502.179026,13.70401205,38.65,6,47.68,-0.047817506,-0.416347079,0.020330448,0.001725356,24433455686,-0.088854656,-525.2499452,6.955495159,92.86,125,0.048399361,0,0.393438913,0.00112417,-0.039364018,0.003749295,0.393438913,-0.008030672,0.018070154,0.001479649,-0.008105892,0.020283903,-1.489745,Growth
닷밀,2024,Nov_24,1082.35,0.14,13000,116,2024-11-13,9147948,9327001956,20359283663,9334398112,3464777631,3955974000,-4949802391,688210343,47982526,119876072,-33.8,10010175106,-41.87964627,0.999207645,0.004793375,0.011975422,-0.392241469,13.10414882,351.942911,24.57,24,65.52,-22.5870003,-0.528809164,-0.038304373,0.076565332,10010175105,-1.262514964,145.702366,351.1121502,70,100,-0.016037507,-0.04291346,0.138791178,-0.001363624,-0.015867632,-0.001863068,0.138791178,-0.009972604,0.020876047,0.004082717,-0.010636652,0.039843071,-0.39029,Growth
대림씨엔에스,2016,Mar_16,85.25,15.9,27700,26,2016-03-30,12731947,1.267E+11,2.11851E+11,1.14903E+11,24548992097,12922030000,1.64306E+11,-8550622960,54190097149,36352275797,-16.1,2.95452E+11,0.826740435,1.102665156,0.183414497,0.12303972,0.215513972,2855.201628,3.674069512,50.81,6,69.51,-0.098339599,0.152285109,0.052903537,0.048137152,2.95452E+11,0.080059214,1337.929901,-1.466687924,93.33,100,-0.014493247,0,0.265661532,-0.002987193,-0.027702297,0.003468592,0.265661532,0.00825913,0.02555563,0.003212694,0.004740117,-0.003388149,-0.479311,Sensitive
대명에너지,2022,May_22,254.74,0.34,15000,151,2022-05-16,17000000,82546653186,71671824256,48126804154,47416135170,1500000000,50077191440,6952014307,36767076230,19587673856,-7,95870723865,1.632397674,1.71519083,0.383506818,0.204313403,0.334664952,1152.216109,1.595871745,75.59,2,85.29,-1.062009886,0.40788475,0.135625163,0.015142083,95870723864,-0.468668978,-697.7178675,0.65157635,94.74,0,0.05342826,0.107151675,-0.357561476,0.004970528,-0.009068785,0.000312846,-0.357561476,-0.007668068,0.010613382,0.003522397,-0.009616807,-0.04771572,-0.041681,Sensitive
대모엔지니어링,2019,Jul_19,1,15.6,5200,1268,2019-07-24,8324420,37081103396,30932031156,22723834278,11173114946,3279960000,29781454108,148839630,1624485712,1574762505,117.3,14493937691,1.020677213,1.63181543,0.112080357,0.108649736,0.047417961,189.1738409,21.00122216,53.11,1,68.02,0.244556022,-0.087385733,0.035194575,0.047520229,14493937690,-0.047863625,-185.5307267,12.42588961,93.33,100,-0.04230292,-0.08247861,0.316910646,-0.001996528,-0.01755241,-0.002449088,0.316910646,-0.003981653,0.023578318,0.00186043,-0.007179412,-0.003168603,0.869052,Sensitive
대보마그네틱,2018,Nov_18,995.4,42.25,31000,837,2018-11-06,3232600,11627752572,3460149986,4824351277,375697025,1304000000,7271557134,1311097122,3061834502,2549996735,88.7,10952817427,0.525966436,2.410220961,0.279547662,0.232816511,0.257923122,788.8376957,3.229388868,14.06,6,74.63,-0.145666273,0.080232018,-0.072714224,-0.052829377,10952817426,-0.345872096,-374.442313,1.672658491,94.74,283.33,0.053377611,0.096225045,-0.117742596,-0.004959192,-0.022686821,-0.007464249,-0.117742596,0.002766469,0.00601701,0.004239891,-0.014247413,-0.002131333,0.629978,Growth
대성하이텍,2022,Aug_22,1934.89,4.47,9000,1136,2022-08-22,13278546,87308076029,55457028314,89150126187,22633300695,900000000,21981182928,351950415,11691678673,7457425500,62.2,1.02716E+11,4.811379732,0.979337661,0.113825062,0.072602228,0.32098234,561.614615,2.649891288,48.97,2,65.85,-2.108613244,0.02426643,0.214352457,0.181375619,1.02716E+11,0.833393887,1156.765407,5.822444174,94.44,100,-0.035438764,0.144028123,-40.81985046,0.004860828,-0.073399181,0.00392918,-40.81985046,-0.011314144,0.009533007,0.002209235,0.007414769,-0.013406959,0.700368,Sensitive
대원,2017,Dec_17,247.25,0.2,15000,455,2017-12-01,11050000,2.5334E+11,1.23815E+11,99614249394,32013703566,5025000000,2.22901E+11,17035363901,11587688525,18257210543,-11.3,1.32228E+11,0.537340746,2.543209766,0.087633908,0.138073327,0.074530849,1652.236248,21.18856748,41.28,6,83.71,-0.261986697,0.64853669,0.022280992,-0.004220762,1.32228E+11,-0.084664933,-1792.054662,7.506450644,93.33,100,0.019266799,0.115470054,-0.212208641,0.001091632,0.022704522,-0.005551615,-0.212208641,0.004045054,-0.012166958,0.001953704,-0.005627788,-0.028442455,-0.486525,Sensitive
대유,2018,Aug_18,148.39,0,9000,11,2018-08-10,9052400,26317893519,13798746027,4838996474,4152702278,3000000000,21941507940,6183432854,3477572501,2778688460,37.8,9829900265,0.288890469,5.438708968,0.353774953,0.282677177,0.089275301,306.9559962,8.950191775,60.32,6,61.34,0.050199067,-2.855493576,0.112555958,0.091116305,9829900264,-0.096725553,-296.0253139,4.680658884,94.12,9.09,-0.050500048,0,0.315798398,0.002470807,-0.013397524,0.006242372,0.315798398,0.004511693,0.014519413,0.000514445,-0.007187076,-0.000461612,0.329139,Sensitive
대유에이피,2018,Dec_18,299.23,0.005,3000,11,2018-12-07,10884000,31693582433,42504682410,43195550382,3111680180,4000000000,11594248459,234678267,4423978424,3296229888,64.5,95125178211,2.92548139,0.733723315,0.046506913,0.034651498,0.208240896,302.8509636,6.304514084,73.5,1,76.85,-0.915549286,0.04405587,0.007485364,0.003177462,95125178210,-0.324219567,-294.5318594,3.293357156,93.75,57.14,-0.029992222,0.096225045,-0.223879305,-0.001744362,-0.024276281,-0.002718611,-0.223879305,0.001189796,0.007441563,0.002497887,0.010224068,-0.008775679,-0.167122,Sensitive
대유위니아,2016,Jul_16,76.75,1.32,6800,409,2016-07-14,24111530,1.12041E+11,97965245876,1.18604E+11,39999886478,8732235500,11731178383,412379783,16385056443,11824282580,12.8,4.34504E+11,7.597515155,0.944661465,0.037709825,0.027213311,0.566411164,490.3995134,3.137125154,47.15,6,66.78,-10.2366162,0.021204955,0.089063791,0.074234872,4.34504E+11,2.236261988,1236.360808,5.153642001,94.12,0,0.034918034,-0.096225045,0.336001942,0.001814088,-0.023933519,-0.001265796,0.336001942,-0.004411701,-0.02173894,0.000421557,0.009955537,-0.01771862,0.265232,Protective
대창스틸,2014,Dec_14,219.91,18.9,2500,812,2014-12-05,14566000,98377621893,1.19776E+11,1.21122E+11,12780658115,6000000000,78163585799,86957520,4428411798,2090333182,65.8,1.41893E+11,1.5893387,0.812219327,0.031209415,0.01473171,0.024810916,143.5077016,19.025002,76.75,6,82.76,-0.107956336,-0.009567333,0.004065989,0.001839836,1.41893E+11,-0.026845467,-152.3603322,9.830518093,94.12,100,-0.055578696,-0.06415003,0.298252466,-0.003367597,-0.004697869,-0.001484281,0.298252466,-0.001832038,0.012617455,0.004662099,0.005891336,-0.002887247,-0.508121,Sensitive
더네이쳐홀딩스,2020,Jul_20,97.21,8.46,46000,151,2020-07-27,7182381,1.00086E+11,32344825614,42387579087,7063677760,3091190500,34533924324,323155918,8127498927,7324135272,-6.5,49935483053,1.303122801,2.361221515,0.162759994,0.146671962,0.193003136,1019.73639,10.20978695,35.88,2,46.7,-0.607343373,0.171652431,-0.006429666,0.078083155,49935483052,-0.337779732,-1227.7073,8.315073025,94.74,20,0.061903281,-0.19245009,2.832039351,0.002443455,0.034049518,0.001975826,2.832039351,0.003295281,-0.009161719,0.003179597,0.013637673,0.02819648,-0.227423,Protective
더본코리아,2024,Nov_24,734.67,10.2,34000,773,2024-11-06,14466030,139505,87644,74522,5284,5872,128944,11901,15781,13010,51.2,221266,0.543945146,1.871997531,0.071321396,0.058798008,0.088674114,0.000899348,9.336734047,42.55,18,84.22,-0.045786851,-0.041362279,0.008997029,0.00786755,221265,-0.074365128,-0.000546453,4.15079203,68.42,220,-0.016037507,-0.04291346,0.138791178,-0.001363624,-0.015867632,-0.001863068,0.138791178,-0.009972604,0.020876047,0.004082717,-0.011095666,0.039843071,-0.213208,Protective
더블유씨피,2022,Sep_22,33.28,5.8,60000,7,2022-09-30,34009698,2.14415E+11,4.15602E+11,1.28305E+11,95954344694,12350084000,-58140615766,0,40855746362,-9963986760,-30.5,1.85499E+11,-4.897513172,1.671130061,0.220248186,-0.053714598,0.21759928,-292.9748673,9.931469559,19.99,2,60.37,3.186344834,0.703222722,0.13300312,0.224973832,1.85499E+11,-0.482897054,623.7733866,-6.805114199,93.75,-100,-0.050175277,0.144028123,-40.53686179,-0.003410838,-0.083005618,0.002864777,-40.53686179,-0.024963551,0.024018251,0.002503178,-0.012247009,-0.005699791,-0.477091,Growth
덕산테코피아,2019,Aug_19,348.6,7.17,19000,1,2019-08-02,18393808,29710037170,58826960662,15510369875,7899381876,7560000000,52444209560,-674052589,4617793738,3776177705,-17.9,14744394080,0.394567501,1.915495079,0.313189794,0.256109385,0.063646852,205.2961358,14.1035416,58.06,1,75.5,-0.03741221,0.07635787,-0.033188567,-0.008706333,14744394079,-0.274465232,-815.8883687,11.60642241,93.75,100,-0.046215124,-0.08247861,0.31504464,-0.002538394,-0.017138404,-0.002827023,0.31504464,-0.003416002,0.018746704,0.002149705,-0.007618834,-0.008064828,0.076076,Sensitive
덕신하우징,2014,Aug_14,650,80.1,13000,899,2014-08-01,8012000,43492241733,33124486182,31124196411,4625179409,2976000000,45809335304,-9201983209,4060617025,3309726640,61.2,23128811215,0.903141698,1.397377178,0.175565315,0.14309973,0.083614107,413.0961857,10.06432073,35.57,1,73.25,-0.116491047,-0.072926759,0.046536944,0.030897259,23128811214,-0.23552934,-1049.422333,7.244253399,94.12,242.86,-0.006582412,-0.057735027,-0.284908552,0.000986117,0.026572348,0.00167364,-0.284908552,0.008658642,0.005421065,0.001859213,0.00476476,-0.00910523,-0.199787,Sensitive
덕우전자,2017,Aug_17,282.69,11.35,15500,586,2017-08-28,8119624,22233564653,39259610618,20316624792,1513486793,600000000,39153241975,165502242,13826468469,10695576476,2.3,77312103555,0.546863686,1.094353264,0.178839636,0.138342847,0.267933691,1317.250217,2.868632997,51.73,6,71.18,-0.017289112,-0.378424122,-0.00170769,0.017247999,77312103554,-0.103071571,4.34521537,1.076560626,94.74,100,-0.032322232,0,0.231564604,0.004236902,0.022321012,0.003933769,0.231564604,0.002776175,0.00417634,0.003036262,-0.006799028,0.01601746,-0.392373,Growth
데브시스터즈,2014,Oct_14,651,73.84,53000,285,2014-10-06,10800000,50135248029,3871155833,7034423620,43562368,4050000000,40624253555,-209178012,26402144593,23878304614,15.1,43697861002,0.159180793,7.12712949,0.604197642,0.54644104,0.537012573,2210.954131,1.777447196,29.43,6,52.55,-0.433609404,4.36233708,0.211172523,0.182239782,43697861001,-0.750260777,143.6886386,0.945313007,94.44,142.86,0.036391452,-0.061195228,0.200217402,-0.002982954,0.023031786,-0.002382175,0.200217402,-0.003994463,0.011415158,0.003592155,-0.005529824,-0.013528517,-1.067951,Growth
데이원컴퍼니,2025,Jan_25,114.98,0,13000,133,2025-01-24,13564594,41154688033,20537860628,25281789356,13642523112,6101797000,-76783252091,1613202853,-1231658174,-2670836789,-40,65742872868,-0.563563015,1.627839211,-0.018734474,-0.040625496,0.038669529,-196.8976579,-18.48584021,17.33,30,67.62,1.432804189,1.215310857,-0.028359432,0.027196419,65742872867,-0.077865933,386.0410688,38.42071363,77.78,-191.49,-0.034678327,-0.044411559,0.15765716,0.001899463,-0.081507854,0.004918541,0.15765716,-0.006345052,0.007337303,,0.010171376,-0.001323588,-1.33358,Protective
데이타솔루션,2017,Aug_17,395.83,23.09,3300,734,2017-08-03,15358580,23247351027,10353232963,14410828221,1949970000,6000290000,5245713909,15510681,-734067067,-436782258,72.1,11794843035,1.4528062,1.613186326,-0.062236273,-0.03703163,-0.038785392,-28.43897405,-23.48530065,69.15,6,75.29,-0.413298748,0.131577223,-0.101303068,-0.067325862,11794843034,-0.298972241,-227.3022109,-27.98347442,93.75,100,-0.032322232,0,0.231564604,0.004236902,0.022321012,0.003933769,0.231564604,0.002776175,0.00417634,0.003036262,0.005833465,0.01601746,-0.288235,Growth
덱스터,2015,Dec_15,255.31,33.1,14000,501,2015-12-22,9630524,39921879550,8551306381,6399756587,24200000,4250865000,5348341606,1490604313,2919104989,2994413417,105.7,18755721792,0.579266557,6.238030932,0.155638105,0.159653329,0.270014831,310.9294382,14.40483624,38.23,1,62.46,-3.42102693,3.500421893,-2.54946055,-1.522342962,18755721791,-0.581456973,-15.06829566,13.67458609,92.86,100,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.008845655,-0.127068051,0.619859,Growth
덴티움,2017,Mar_17,22.96,0.4,32000,364,2017-03-15,11068830,87526272910,85901991468,86962976790,23028473857,6184415000,92713110213,-35460711482,24916442792,17280068576,7.8,87579585703,1.733874137,1.006477425,0.284500578,0.197307037,0.272398116,1561.146804,2.545981955,19.12,6,49.49,0.054972324,-0.016621949,0.108808743,0.045489183,87579585702,0.010442943,251.4345005,-0.766912359,93.75,-260,0.028037673,0,-0.19682332,0.007699314,0.019248351,0.005803371,-0.19682332,0.004125032,-0.01857623,0.000930311,0.004621224,-0.001248108,-0.351783,Growth
동구바이오제약,2018,Feb_18,727.7,53.41,16000,836,2018-02-13,9604000,44131513914,31267506588,34579686250,4697414693,3811403000,20104850159,-880938966,11633745302,9471670285,160,75411721332,1.705082059,1.276226557,0.154269722,0.125599444,0.411180425,986.2213958,3.104926111,40.85,2,49.11,-1.566474965,0.496562619,0.033340821,0.000686293,75411721331,-0.413997169,-150.0591615,1.018270315,92.86,160,-0.012346998,0,-0.212454572,0.002121903,-0.005217261,0.002180168,-0.212454572,0.009605454,-0.017075602,0.005834381,-0.009505,0.012112007,-0.096634,Growth
동양파일,2016,Apr_16,12.56,0,10000,2,2016-04-06,20000000,62648806685,1.00459E+11,54515744857,33000000000,8000000000,36438179211,1893701271,34897506302,24764952434,-9,1.15638E+11,1.888888255,1.149187393,0.301782478,0.214159392,0.534512137,1238.247622,2.166124961,40,6,60,-4.757447003,0.449005538,0.056745998,0.121875891,1.15638E+11,-0.164220445,752.8454047,0.197561475,92.86,0,0.045221329,0,-0.375681366,0.001677383,0.025044135,0.003485158,-0.375681366,0.00795443,-0.024872396,0.003348574,0.005152076,-0.001190624,-0.166288,Sensitive
동양피스톤,2017,Dec_17,62.8,0,5700,20,2017-12-08,13168460,84734845109,1.4963E+11,1.24931E+11,43681847255,4934230000,56911722273,0,8710099281,5760314191,-15,1.27181E+11,2.726327999,0.678255849,0.068485678,0.045292139,0.093139712,437.4326376,7.548967454,51.4,6,56.41,-0.32312495,0.025550386,0.017242446,0.004197055,1.27181E+11,-0.097130739,-372.9460733,3.04055889,93.75,0,0.019266799,0.115470054,-0.212208641,0.001091632,0.022704522,-0.005551615,-0.212208641,0.004045054,-0.012166958,0.001953704,-0.006437178,-0.028442455,-0.176484,Sensitive
동운아나텍,2015,Jun_15,101.68,7.08,10000,48,2015-06-30,5877000,25482864,9131114,10712207,2473290,2531000,17450785,53389,1776208,1733176,28,11688430,0.658117419,2.378862171,0.151962924,0.148281335,0.086506661,0.294908287,12.06417323,20.7,2,35,-0.018750927,0.052879923,0.028838042,0.018991224,11688429,-0.21914788,-0.683035733,8.374119929,92.86,0,-0.026745337,-0.08247861,0.422364517,-0.000598748,-0.053331145,0.001471546,0.422364517,0.007921968,0.020438343,0.00401663,-0.006884118,0.180263114,0.404944,Growth
동인기연,2023,Nov_23,26.37,0,30000,4,2023-11-21,6067280,99368244,103613083,117305322,21042303,425000,76376909,-12168207,15793193,13530284,-2.8,109175774,2.140487404,0.847090672,0.144658402,0.123931194,0.209337909,2.230041139,4.092503777,68.36,6,68.84,-0.705924474,-0.0146799,-0.025555232,0.011800265,109175773,-0.335158522,-2.401161311,2.882641219,70,-75,-0.031635631,0,0.618914081,-0.004290209,-0.012870093,0.005588373,0.618914081,-0.010251462,-0.024539638,0.002754093,0.016432944,0.025960645,-0.435489,Sensitive
