기업명,year_key,month_key,단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,상장일,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,종가대비등락율,매출액,부채비율,유동비율,영업이익률,당기순이익률,ROE,EPS,EV/영업이익,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,부채비율 변화율,유동비율 변화율,영업이익률 변화율,당기순이익률 변화율,매출액 변화율,ROE 변화율,EPS 변화율,EV/영업이익 변화율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,무역수지,생산자물가 상승률 (PPI),소비심리지수(CSI),소비자물가 상승률 (CPI),수출입 물량지수,외환보유액,원달러 환율,통화량 (M2),KOSPI_1001,국고채 금리 스프레드,대표매매감정점수,섹터
메가엠디,2015,Dec_15,16.67,7.5,3000,281,2015-12-18,20401568,22093446579,44104708608,11860180201,1072878396,8399270000,39543313779,1669447309,14106926569,11365548875,26.7,57416624303,0.260683917,1.862825539,0.245694113,0.197948748,0.229088562,557.0919292,3.775811572,62.21,6,68.27,-0.27228045,0.911292935,0.135385805,0.133705365,57416624302,0.119120111,352.9732814,-2.002473071,90.91,-60,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.009205554,-0.127068051,0.293629,Protective
메가터치,2023,Nov_23,765.86,9.26,4800,630,2023-11-09,20771000,24269265,24563556,21562168,2132104,7707500,11741168,0,215154,349843,16.5,21826468,1.218297932,1.125548461,0.009857481,0.016028384,0.017988019,0.016842858,116.8397938,56.95,2,65.94,0.319911664,-0.250067979,-0.155193376,-0.118043259,21826467,-0.326301625,-0.299729671,113.7775315,70,260,-0.031635631,0,0.618914081,-0.004290209,-0.012870093,0.005588373,0.618914081,-0.010251462,-0.024539638,0.002754093,-0.016391921,0.025960645,0.07925,Growth
메드팩토,2019,Dec_19,86.41,3.15,40000,18,2019-12-19,10097421,20884874416,4031136195,1885313328,663583717,4280710500,-62995222995,2786401,-10819917721,-10826659503,-10.3,0,-0.043413764,11.07766762,0,0,0.1844037,-1072.220273,-2.067216604,34.2,3,48.94,0.520787157,-0.3849857,0,0,0,-0.59397154,2649.30027,-1.616241219,92.86,66.67,0.028491461,-0.096225045,-0.174307783,-0.002745304,0.014222024,-0.004637151,-0.174307783,0.002546062,-0.0115407,0.001657705,0.00813203,0.008720665,-0.504448,Growth
메디아나,2014,Oct_14,86,74.52,6200,12,2014-10-07,7220780,18663291947,10739446506,10008527972,3701775218,2868790000,9401027059,305473349,1137246068,672313389,-5.6,18148522663,1.090257381,1.864738951,0.062663286,0.037045075,0.053463051,93.10813915,13.79862785,12.42,6,67.6,0.115094723,-0.135727182,-0.047427126,-0.058249237,18148522662,-0.209102713,-351.2527939,9.643096971,95,70,0.036391452,-0.061195228,0.200217402,-0.002982954,0.023031786,-0.002382175,0.200217402,-0.003994463,0.011415158,0.003592155,-0.005559753,-0.013528517,-2.061751,Growth
메카로,2017,Dec_17,719.26,38.04,33000,664,2017-12-06,9834640,40812990,23128407,17572006,11798331,3917320,25397323,494582,14178184,10679155,16.7,45342775,0.985276773,2.322614163,0.312688934,0.235520543,0.358250005,1.085871471,2.438327786,61.08,6,61.9,-0.204318101,0.146540538,0.248309841,0.174737657,45342774,0.20442381,0.788377816,-5.231535557,93.33,160,0.019266799,0.115470054,-0.212208641,0.001091632,0.022704522,-0.005551615,-0.212208641,0.004045054,-0.012166958,0.001953704,-0.006549494,-0.028442455,-0.546066,Growth
메탈라이프,2019,Dec_19,1,21.6,13000,1397,2019-12-24,3465288,13655012240,7489773246,3613208744,741185627,1372144000,12142901580,75637162,1865119406,1677938746,160,13045678323,0.320395557,3.779192736,0.142968373,0.128620276,0.123462432,484.21336,9.002314308,56.09,1,79.21,-0.078859575,-1.655137149,-0.095956107,-0.06558651,13045678322,-0.195570693,-595.7492907,6.154935739,93.33,100,0.028491461,-0.096225045,-0.174307783,-0.002745304,0.014222024,-0.004637151,-0.174307783,0.002546062,-0.0115407,0.001657705,0.008006406,0.008720665,-0.383929,Growth
멕아이씨에스,2015,Dec_15,3.77,0,4500,174,2015-12-14,5361500,4994507201,15153090851,3241509204,8692747323,2397500000,1966113298,-36738417,-319067410,2674625172,46.7,6940682426,2.758170008,1.540796859,-0.045970611,0.385354783,0.618142481,498.8576279,-25.74171246,34.1,1,37.85,-58.69763071,0.980097232,-0.08072711,0.3890473,6940682425,0.723504676,504.7440546,-31.88616247,92.86,-200,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.008467139,-0.127068051,-0.979169,Growth
명성티엔에스,2018,Sep_18,745.56,10.84,20000,804,2018-09-13,6370000,32306050141,22585836402,23400051029,14227497100,2500000000,14648801168,-45754774,4518954226,3431153096,43,33236692182,2.200049469,1.380597423,0.135962815,0.103233892,0.200616488,538.6425582,3.820427814,61.97,6,69.86,-0.056941325,0.065909013,0.023288465,0.012454995,33236692181,-0.22433618,-381.6212838,1.902343275,93.33,150,-0.071298432,0,0.23543514,0.000993516,-0.026962887,0.005892156,0.23543514,0.004796305,0.01642279,0.002289837,-0.006290103,-0.009561831,0.100361,Sensitive
명신산업,2020,Dec_20,1195,29,6500,1476,2020-12-07,40779120,2.20941E+11,1.80518E+11,2.18721E+11,58667148620,11922105000,82937858806,-26209884886,22761536270,11889601165,160,3.54761E+11,4.040605657,1.010150358,0.064160216,0.033514406,0.173191369,291.5610039,5.450882868,58.47,1,69.14,-1.149408551,0.125225208,-0.012670673,-0.010112782,3.54761E+11,-0.440203028,-538.357819,4.118045168,92.31,177.78,0.084706217,0,0.657258466,0.005924544,0.119617934,-0.003997799,0.657258466,0.004855072,-0.004789993,0.003208103,0.01098674,-0.000878417,-0.307716,Sensitive
모니터랩,2023,May_23,1715.41,5.7,9800,3570,2023-05-19,12396900,17069533856,4238528812,2597865705,4947329145,972885000,2728842928,418845735,1135173414,718990851,44.9,14134540020,1.831103013,6.57059902,0.080312017,0.050867651,0.174488047,57.99763255,12.12402233,49.7,2,75.26,-1.056921246,5.598217704,-0.065033799,-0.133495826,14134540019,-0.746674542,-122.1996125,10.74701559,93.75,100,0.015215494,0,7.811027891,-0.002452085,0.007159509,0.000774806,7.811027891,-0.008663212,0.011199033,-0.001033985,0.007160782,0.008541099,-0.100847,Growth
모델솔루션,2022,Oct_22,1725.78,8.41,27000,1514,2022-10-07,6396700,29877309226,25248817834,9413442820,15055872752,2683350000,27887700501,78968203,4010460255,3506329206,14.4,32283470111,0.798345861,3.1738982,0.12422643,0.108610667,0.114398925,548.1465765,7.644212768,62.92,1,84.77,-0.010732339,0.205426314,-0.021859055,-0.013575422,32283470110,-0.166010892,-619.070816,4.660670039,94.44,100,-0.043047265,0.10020555,-50.79292707,0.004499218,0.035562585,0.00205625,-50.79292707,-0.02268786,0.023840808,0.002312225,-0.013533599,-0.016866177,-0.039533,Growth
모바일어플라이언스,2017,Feb_17,471.31,19.13,3500,637,2017-02-24,15000000,25835413446,15398279167,18655559992,3434327393,6922491000,-8248442297,0,4059594693,3601660799,70.9,47459834011,-16.65965216,1.384864001,0.085537482,0.075888609,-2.716284382,240.1107199,4.715693727,42.67,6,48.55,-12.7013913,0.213571957,0.050326926,0.044630472,47459834010,-2.46164148,128.164402,0.473033931,90.91,100,0.024056261,0,0.252750794,0.005346256,-0.016015145,0.005099367,0.252750794,0.005446018,-0.026531697,0.000675015,0.004191472,0.020698607,-0.245873,Growth
모비릭스,2021,Jan_21,1,5.74,14000,1662,2021-01-28,9279000,21159982177,12560954903,2581717668,869963714,742500000,8972501317,10357194951,2682243192,2520452969,160,21315972219,0.171963314,8.19608683,0.125832552,0.118242459,0.125569366,271.6298059,11.28505267,51.81,6,67.51,-0.00296444,0.805245608,-0.058480646,-0.035175701,21315972218,-0.29364193,-395.3518055,7.928021964,92.86,100,0.096301303,0,-0.361647525,0.00526185,0.082410974,0.004007439,-0.361647525,0.01223441,-0.014101911,0.002911652,0.015446789,-0.013427674,-0.216815,Growth
모아데이타,2022,Mar_22,114.19,0,20000,23,2022-03-10,5385072,13805628714,10454185515,4133849940,1477875495,2280536000,4088209855,372923707,2086930352,458277627,-19.8,14369563898,0.832394021,3.339654055,0.145232685,0.031892243,0.067976875,85.10148555,8.935654597,1.2,1,56.83,-1.905422775,1.959329805,-0.078590615,-0.119974497,14369563897,-0.351305968,-303.6578976,7.107901168,94.12,-100,0.023529551,0.144337567,0.117896815,0.005241702,-0.01009633,0.001178215,0.117896815,-0.004555739,0.007796596,0.002684633,-0.014961585,-0.002455035,-0.072679,Growth
모트렉스,2017,Aug_17,357.12,11.24,38300,423,2017-08-04,5532051,92489046054,44155878900,66489888376,7754944853,497070000,61001781061,-595729336,21231062198,20303568832,-12.8,2.35229E+11,1.219064493,1.391024234,0.090257007,0.086314068,0.333374846,3670.170219,2.939094198,39.25,2,69.49,-0.222058367,0.183281098,0.071221563,0.113071535,2.35229E+11,0.436562544,4468.428218,-10.84310171,93.33,100,-0.032322232,0,0.231564604,0.004236902,0.022321012,0.003933769,0.231564604,0.002776175,0.00417634,0.003036262,0.005836012,0.01601746,-0.261278,Sensitive
미디어젠,2019,Nov_19,576.27,1.88,10600,573,2019-11-05,4638281,8202681038,8016164324,2923040496,5623577404,1840190500,-3987277414,9340050,-1176422327,-1067555464,-13.7,5955863185,-3.997955999,2.806215326,-0.197523397,-0.179244457,0.499383478,-230.1618776,-6.521660875,20.73,3,26.21,2.025233756,-1.159003304,-0.181289265,-0.139441829,5955863184,0.002563163,-115.3162422,33.69559228,95.45,100,0.028522595,-0.096225045,-0.100352252,-0.001516711,0.0176504,0.005055637,-0.100352252,0.002347105,-0.002338804,0.001175374,0.007960594,-0.015142584,-0.375838,Growth
미래반도체,2023,Jan_23,1576.56,3.66,6000,938,2023-01-27,14438000,1.31182E+11,4520961069,43739846973,38522808248,1073000000,52367785082,0,17260031120,14207628091,160,3.92883E+11,1.539323479,2.999152679,0.043931713,0.036162475,0.265857398,984.0440567,3.096216033,68.12,1,75.07,0.157702477,0.926925803,-0.015837498,-0.008846837,3.92883E+11,-0.111822257,-38.61454343,1.102325722,94.12,100,-0.013927714,0.046372937,-2.046632116,-0.004231203,0.034348917,0.004215393,-2.046632116,0.006625984,-0.005991513,0.004484222,0.011335679,-0.013966016,0.232736,Growth
미래에셋벤처투자,2019,Mar_19,441.4,3.7,4500,1021,2019-03-15,30667215,3.34012E+11,0,2.14712E+11,0,26532215000,81702109703,570096017,23349615097,19531859963,18,83493736661,1.973378143,1.555627105,0.279657086,0.233932038,0.179513478,636.8970891,5.109289986,67.2,6,69.27,-0.056044202,0.03340026,0.156571764,0.119186114,83493736660,0.10875341,431.2957826,-8.85357023,93.75,100,0.088342853,0,0.471967935,0.002303045,0.010008412,0.003376346,0.471967935,0.003289849,0.004410579,0.003284458,0.007281839,-0.006012109,-0.483198,Sensitive
미래에셋생명,2015,Jul_15,40.3,2.07,7500,38,2015-07-08,145180000,1.58085E+13,9.96444E+12,1.40595E+13,1.00202E+13,6.31534E+11,2.41295E+11,6.10158E+11,36302076957,29228546071,-3.5,1.02373E+12,16.23732187,1.12439979,0.035460572,0.02855101,0.019709244,201.3262575,46.64190662,19.87,6,52.29,-1.763685328,0.006652605,-0.003147834,-0.002258317,1.02373E+12,-0.074267103,-632.3270751,36.76445438,93.75,-38.89,-0.079424582,-0.08247861,0.441734336,-0.002168798,-0.050877363,0.001311738,0.441734336,0.010064737,0.012957792,0.003408945,-0.007610982,0.02113191,-0.178494,Infra
미래테크놀로지,2015,Dec_15,101,5.7,16100,1,2015-12-01,5545000,16355045501,2623151735,1435029318,0,2000000000,15543107918,0,3246373206,2649241023,-14.9,11509551725,0.081800176,11.3970114,0.282059048,0.230177603,0.151013209,477.7711493,5.403928262,33.62,6,73.56,-0.023053406,2.15759594,0.014115273,0.006045637,11509551724,-0.102151937,-225.0585279,2.099792329,94.74,100,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.008261981,-0.127068051,-0.178494,Growth
미코바이오메드,2020,Oct_20,159,0.57,15000,41,2020-10-22,16716042,33969562360,10124616859,45498852297,6397636819,7074688000,-66600859604,-121258598,2366099126,-15294578193,-8,21685370455,-0.870054065,0.746602621,0.109110385,-0.705294762,0.256416381,-914.9640922,-3.297541431,36.07,1,37.97,-0.331231336,-0.161174485,2.953612688,2.866887912,21685370454,-0.071827756,-39.21614393,-3.211723153,93.75,100,0.103053168,0,0.567853141,0.00453701,0.12648806,0.006417034,0.567853141,0.005502728,-0.011963924,0.004563594,-0.009928198,-0.003981435,-0.880964,Growth
미투온,2016,Oct_16,73.1,0,3800,1,2016-10-10,30175943,15774,4467,1910,0,11400,4714,696,2522,2648,17,8794,0.113622844,8.258638743,0.286786445,0.301114396,0.157525283,8.78E-05,7.268437748,20.01,6,51.25,-0.11012894,3.732658508,-0.048134662,-0.001237494,8793,-0.204671579,-8.05E-05,4.517504414,95,0,0.037190264,0,-0.168078047,0.001016933,0.005478134,0.002377326,-0.168078047,0.009243668,-0.022237672,0.005301809,0.007037094,0.007683752,-0.627855,Growth
미투젠,2020,Aug_20,1,1.35,27000,1010,2020-08-18,12889592,62977189251,5241384943,31187705245,2794924114,6307976600,31330155943,-3402187708,11809585837,9481754383,-5.6,27732814794,0.992600891,2.019295384,0.425834374,0.341896575,0.276953197,735.6132283,2.898996231,38.31,3,72.42,0.481962259,-1.093572203,-0.022039819,-0.021627849,27732814793,-0.522080885,-2161.941209,1.883186776,94.74,100,0.046615743,0,1.399537925,0.001634036,0.013240773,0.003216417,1.399537925,0.004202689,-0.003245553,0.002650157,0.010144569,0.002982716,-0.371473,Growth
미트박스글로벌,2025,Jan_25,849.95,0,19000,459,2025-01-23,5559750,33067245107,13247974519,25232969476,3043902287,452975000,14668675825,2238236909,2181038430,1903021695,-25.3,80247650004,1.628862594,1.310477752,0.027178845,0.02371436,0.109621774,342.2854796,8.270531878,20.8,24,61.03,2.567586347,0.021823532,-0.011700389,-0.028384023,80247650003,0.22559308,-284.7382967,2.129634166,71.43,0,-0.034678327,-0.044411559,0.15765716,0.001899463,-0.081507854,0.004918541,0.15765716,-0.006345052,0.007337303,,0.010917255,-0.001323588,-0.3525,Growth
민앤지,2015,Jun_15,728,45.4,28000,1108,2015-06-30,5689460,15023502056,6287994804,2400396009,21961283,2400000000,12981037412,153607731,2966825874,2442425153,60.2,6327647178,0.15593258,6.258759804,0.468867146,0.385992626,0.157224393,429.2894498,6.366784021,29.25,6,45.88,-0.518854153,-1.600862809,0.128090298,0.087101566,6327647177,-0.326484594,-499.3757118,4.553529839,92.31,242.86,-0.026745337,-0.08247861,0.422364517,-0.000598748,-0.053331145,0.001471546,0.422364517,0.007921968,0.020438343,0.00401663,-0.006884118,0.180263114,-0.129238,Growth
민테크,2024,May_24,946.72,3.43,10500,1529,2024-05-03,24370300,28705764023,9084267321,17108451600,4428681642,1885530000,-23386213848,1874123392,-4737405164,-7501425172,22.7,7285537916,-1.097346287,1.67787037,-0.650247822,-1.029632301,0.382207835,-307.8101284,-3.43075957,24,36,71.96,1.94870637,1.13229576,-0.418422005,-0.433372611,7285537915,-0.145904928,-16.29009245,-8.212424956,71.43,200,0.029704742,0,0.437121596,0.001087367,-0.011421911,0.000500315,0.437121596,-0.011421854,0.01686394,0.00869222,-0.011453046,0.009560731,-0.469725,Growth
밀리의서재,2023,Sep_23,619.24,6.1,23000,449,2023-09-27,8111910,29504,2097,17002,1291,3283,1048,0,4958,5128,80.9,25997,4.223735858,1.735325256,0.190714313,0.197253529,1.184022166,0.000632157,2.684146833,40.56,6,80.56,4.458673992,0.385048835,0.099747697,-0.094040383,25996,1.340592857,-0.001013571,0.876039374,70,100,-0.013333718,0,1.881828188,0.003076179,-0.030851246,0.00386318,1.881828188,-0.005825524,0.016519084,0.000794198,-0.007498857,0.012470152,-0.041365,Protective
바이브컴퍼니,2020,Oct_20,1,7.59,28000,1358,2020-10-28,5394170,8530687433,22999486932,10623813104,7779268263,2362335000,-5290749856,4284710718,-1644957065,-1932465778,11.8,7995737809,13.56863342,0.802977928,-0.20572924,-0.241686987,-1.424811379,-358.2508112,-7.980204029,40.4,2,56.44,8.302023218,-0.238571338,-0.184604075,-0.194039515,7995737808,-1.177567561,-214.2877425,35.33000539,93.75,100,0.103053168,0,0.567853141,0.00453701,0.12648806,0.006417034,0.567853141,0.005502728,-0.011963924,0.004563594,-0.009609102,-0.003981435,-0.484648,Growth
바이오노트,2022,Dec_22,3.29,8.44,9000,14,2022-12-22,103956048,7.99374E+11,9.32135E+11,1.18245E+11,93365008742,46778024000,1.45612E+12,5121627917,2.76993E+11,2.98288E+11,18.3,3.94268E+11,0.140323043,6.760314846,0.702550429,0.756560758,0.19780094,2869.366129,5.487128572,66.29,6,87.76,-0.031308284,1.343128679,-0.052789629,-0.322495924,3.94268E+11,-0.334915409,-3590.637995,2.780189892,92.86,-225,-0.006368205,0.100461896,16.34094665,-0.005114502,-0.040395629,0.002003819,16.34094665,0.011794434,-0.041678531,0.00421003,-0.01077179,-0.014276386,0.039678,Growth
바이오다인,2021,Mar_21,1364,8.7,30000,48,2021-03-17,5918200,6022606924,18416186794,4224248428,10815498447,2444100000,-6798887092,0,-1233125807,-2020484316,42,2728975264,-3.45361244,1.425722712,-0.451864047,-0.740382056,0.463968565,-341.401831,-7.622131326,40.14,30,70.76,0.397464961,0.908099336,-0.036677772,-0.244832443,2728975263,-0.004036964,1.009016424,-3.748871145,93.33,120.97,0.079319139,0,-0.062092432,0.001531412,0.012786805,0.002278894,-0.062092432,0.007554796,0.007825127,0.000110222,0.014374074,-0.036877434,-0.238514,Growth
바이오리더스,2016,Jul_16,352.2,6.5,15000,1222,2016-07-07,12354310,6295320251,1610725512,2948216695,546042606,5559155000,-37984356354,263869500,-1299094450,-1204985453,-5.3,237373799,-0.108647842,2.135297674,-5.472779454,-5.076320378,0.037466902,-97.53563356,-3.396047502,9.48,1,32.13,0.019890477,-0.153070549,-2.061544594,7.533160335,237373798,-0.563398195,1411.182033,-2.294880915,93.33,100,0.034918034,-0.096225045,0.336001942,0.001814088,-0.023933519,-0.001265796,0.336001942,-0.004411701,-0.02173894,0.000421557,0.00971132,-0.01771862,-0.512688,Growth
바이오솔루션,2018,Aug_18,174.79,4.72,29000,302,2018-08-20,7667110,4484222556,2976031484,1638783086,1463973983,3062722000,0,-11107762169,-66711716,-63630681,-1.7,2076211256,-0.385673285,2.736312447,-0.032131468,-0.030647498,0.007909306,-8.299174135,-65.31831637,22.78,3,28.32,-0.014911962,-0.079707908,0.330033568,0.329822249,2076211255,-0.218282096,227.282805,-62.88427683,94.44,100,-0.050500048,0,0.315798398,0.002470807,-0.013397524,0.006242372,0.315798398,0.004511693,0.014519413,0.000514445,-0.006447956,-0.000461612,-0.146827,Growth
바이오에프디엔씨,2022,Feb_22,74,4,28000,4,2022-02-21,8731414,6656415948,13931162353,5342769416,404723772,3697850000,10614782501,27275015,2256941973,1878577869,-20.7,7364712237,0.400804062,1.245873709,0.306453518,0.255078245,0.131003486,215.1516202,6.57530645,2.92,1,62.56,-0.018126793,-1.043605823,-0.032068974,-0.029817282,7364712236,-0.067239384,-66.75278094,2.327185935,96.43,83.33,-0.013626255,0.144337567,0.117575388,0.005374806,-0.020904912,0.003102788,0.117575388,-0.001983026,0.004067586,0.001662942,-0.013061422,-0.011151247,-0.604819,Growth
바이오인프라,2023,Mar_23,1594.95,2.29,21000,1034,2023-03-02,4796867,12597236366,19784420827,7433207763,8319768256,2063683500,13310230284,0,5844734608,5160578501,40,29223267972,1.024656196,1.694724104,0.200002772,0.176591424,0.335671097,1075.822719,2.845070356,43.05,5,68.12,-1.564009992,-0.366903502,-0.044230032,-0.027434695,29223267971,-0.369737904,-223.7931942,1.389533762,94.12,100,-0.050942367,0.044411559,-1.972813108,0.001244094,0.013870824,0.003117641,-1.972813108,0.013490513,0.035465108,0.002199828,0.010127733,0.002202365,-0.619915,Growth
바이오플러스,2021,Sep_21,1220,7.8,31500,1206,2021-09-27,13910746,30831065927,14978953706,9123489642,661134385,6239500000,23063015557,6722880069,10027571637,7739937562,3,18242788553,0.271603513,3.379306289,0.549673182,0.424273819,0.214846705,556.3998913,3.59263408,28.6,6,49.95,-0.058513557,0.621521348,0.043755836,0.026064364,18242788552,-0.125367595,-141.1191943,1.279081197,94.74,100,-0.055740169,0.288675135,0.233880736,0.003119444,-0.04181114,0.001419503,0.233880736,0.006204293,0.006150258,0.003109024,-0.008534475,-0.127189344,-0.206615,Growth
바이옵트로,2021,Nov_21,205.12,0.56,7500,68,2021-11-18,8143866,14961946885,7747697416,19050209728,278080746,2818663000,0,-1819275971,2045085200,-2113187718,-16.1,6085122705,19.34014542,0.785395389,0.336079534,-0.347271176,-2.114483835,-259.4821327,1.653404869,2.78,1,39.02,15.42445456,-0.074995715,0.150530256,-0.485962282,6085122704,-2.833794808,-533.9223201,-0.182343538,93.33,0,0.024617995,0.19245009,0.331185785,0.003326993,0.011856766,0.001692276,0.331185785,0.011290091,0.005782355,0.003287666,0.008897618,0.005113731,-0.927381,Sensitive
바이젠셀,2021,Aug_21,1271,12.75,52700,886,2021-08-25,9432400,15404418710,5183823331,1289827015,1717218133,3772960000,-41807808675,4092490737,-2674268784,-703136110,12.9,0,-0.0885927,11.94301137,0,0,0.020715594,-74.54477227,-6.574207125,11.6,4,53.43,1.484374907,11.62940513,0,0,0,-0.267173748,1033.840621,-10.88018955,84.21,100,-0.045124533,0.288675135,-0.087203921,0.002566586,-0.059303298,0.00240379,-0.087203921,0.009216105,0.011377454,0.002659488,-0.008210903,-0.101269911,-0.099827,Growth
박셀바이오,2020,Sep_20,94,3.88,30000,96,2020-09-22,7523000,6590120501,1537443872,442618093,534195197,3254142500,-19358087179,200221677,-2045678588,-2028726422,-29,0,-0.061420416,14.88895417,0,0,0.127562988,-269.6698687,-3.495539879,22.85,3,47.73,0.007552658,-4.647695551,0,0,0,0.037901286,-103.013237,-1.233742429,94.74,0,0.048085808,0,0.113108336,0.001626598,-0.079478755,0.003671097,0.113108336,0.005427755,-0.001692742,0.001314775,-0.01302717,-0.004584639,-0.196936,Growth
배럴,2018,Feb_18,298.48,9.6,9500,369,2018-02-01,7761300,16923872579,2415174896,2541082050,3454634549,2727273000,12992887001,-2376829125,5858635279,4743592178,42.1,30536195060,0.449341821,6.660104729,0.191858719,0.155343263,0.355502852,611.1852625,2.277549334,20.17,36,67.44,-0.185993725,0.857691094,0.004132246,0.00220369,30536195059,-0.079538015,132.7707809,0.402417292,94.12,100,-0.012346998,0,-0.212454572,0.002121903,-0.005217261,0.002180168,-0.212454572,0.009605454,-0.017075602,0.005834381,0.007147493,0.012112007,-0.213582,Protective
뱅크웨어글로벌,2024,Aug_24,155.74,0.6,16000,239,2024-08-12,10000988,26635553253,9816393656,13332532585,16611516688,4279494000,-25374410440,27602814076,-3633759729,-3801868433,-1.6,11230711680,4.601186274,1.997786473,-0.323555606,-0.338524266,-0.584193029,-380.1492846,-1.790954307,31.97,12,65,1.177003726,0.139962579,-0.261068682,-0.229098638,11230711679,0.199116158,417.6353719,0.444658958,70,0,-0.020723142,0,-0.09963933,0.002185851,0.031512594,0.003131915,-0.09963933,0.003710266,-0.016542625,0.001991647,-0.020673161,0.000199355,-0.542964,Growth
버넥트,2023,Jul_23,1520.08,8.43,16000,1311,2023-07-26,10540000,11582949409,27642054666,6943072596,8051368361,342000000,40889913205,3244330198,-14142263265,-8481198407,-26.9,5056493961,0.33713371,1.668274276,-2.796851608,-1.677288349,-0.19069053,-804.6677806,-1.713344085,37,1,66.41,-3.339775996,0.961971563,-1.49104609,0.837873731,5056493960,0.517594548,46.97878662,-1.348908407,93.75,214.29,0.02046846,0,0.542958048,-0.003082356,0.002562041,0.001528515,0.542958048,-0.008276649,-0.014969939,0.003014131,-0.007925251,-0.001837215,-0.396737,Growth
범한퓨얼셀,2022,Jun_22,751.39,10.75,40000,771,2022-06-17,8767055,43090627637,20045734280,31194800122,6197643650,3300000000,7822951255,0,1152978862,944061703,19.9,8476420249,3.361737628,1.381340078,0.136021909,0.111375047,0.084875109,107.6828767,22.32817877,51.33,6,64.2,0.263608405,-0.096624115,0.002200165,0.040101511,8476420248,-0.23774504,-266.8915804,18.30780216,93.33,100,-0.048180233,0.107151675,-0.226982801,0.005703097,-0.035773036,0.000304778,-0.226982801,-0.00949196,0.013323075,0.00283542,-0.011842122,-0.041084689,0.098914,Sensitive
베셀,2015,Jun_15,437.68,0,9000,681,2015-06-19,4119655,34526414822,12802556645,21743649839,6208571836,1744827500,12475018698,558235931,1884343309,1507611621,15.6,13249623767,1.891464767,1.587884972,0.142218628,0.11378524,0.10201673,365.9557951,10.28302523,32.77,1,33.5,-0.72261113,0.346356701,0.010539359,0.007795836,13249623766,-0.366854045,-1105.00089,8.501818266,93.75,100,-0.026745337,-0.08247861,0.422364517,-0.000598748,-0.053331145,0.001471546,0.422364517,0.007921968,0.020438343,0.00401663,-0.006180128,0.180263114,-0.310296,Growth
베스파,2018,Dec_18,24.81,0.4,35000,3,2018-12-03,7986521,43101594309,3294319857,16121886211,1517136843,3178975000,-1.12559E+11,453737428,21523263919,-1.13666E+11,-14.3,81590904025,-0.161934762,2.673483347,0.263794894,-1.393115367,1.043504647,-14232.17221,1.336084119,41.32,1,67.2,-10.50054394,1.729568896,0.046463291,-1.571802614,81590904024,-4.043264602,-14928.33404,1.174451639,94.44,-65.77,-0.029992222,0.096225045,-0.223879305,-0.001744362,-0.024276281,-0.002718611,-0.223879305,0.001189796,0.007441563,0.002497887,-0.011658009,-0.008775679,0.108408,Growth
벡트,2024,Dec_24,963.77,2.52,3900,1170,2024-12-16,13707500,24519733449,18636388816,21457429480,7166680625,1016500000,11833943626,1679649534,2287784889,1524811777,98.2,34891483577,1.969988065,1.142715323,0.065568576,0.043701546,0.104941638,111.2392323,6.352001112,61.39,6,68.93,-0.232006819,0.004522997,0.007159976,0.010945843,34891483576,-0.068538883,-53.35409156,3.118868712,80.95,100,-0.016271454,-0.04291346,0.146791595,0.00235862,-0.075137306,0.003511347,0.146791595,-0.005856782,0.004938829,0.001412206,-0.012897747,0.00661224,0.651232,Sensitive
보광산업,2015,Dec_15,15,0,4000,173,2015-12-17,11490000,9922869295,61961284122,18796401586,25696961728,4200000000,18305985184,-1338441,9127196461,7062472352,57.8,27486410874,1.977074505,0.527913242,0.332062142,0.256944145,0.313822849,614.6625198,3.001008055,69.63,6,77.37,-0.18632282,0.155795256,0.01337763,0.132263286,27486410873,0.001093835,272.6209608,1.085379683,92.86,-200,-0.016037507,0,0.205951865,-0.002295012,-0.028965654,0.002466376,0.205951865,-0.003713803,-0.024905978,0.000331369,-0.009221997,-0.127068051,0.792692,Sensitive
보라티알,2017,Jun_17,558,13.3,14300,1026,2017-06-08,6750733,16969033016,10118684740,6772164774,4887600000,2506201000,8451383405,0,8500275468,7406092758,23.1,38351960540,1.064081676,2.505702915,0.221638616,0.193108583,0.675887357,1097.079792,1.814994472,73.51,6,75,-16.65542445,1.465949897,-0.026048713,0.042990302,38351960539,-0.197017174,942.2387333,-1.471337066,93.75,100,0.012659514,0,0.445465693,-0.000883054,0.020825283,-0.001654133,0.445465693,0.001136462,-0.00541555,0.001960091,0.006495309,-0.025554575,-0.354573,Protective
