단순 기관경쟁률,의무보유확약비율,(확정)공모가격,청약경쟁률,공모후 발행주식수,유동자산,비유동자산,유동부채,비유동부채,자본금,이익잉여금,기타자본항목,영업이익,당기순이익,매출액,최대주주 소유주 비율,최대주주 보호예수 기간,보호예수 비율,DLR,PPI (%),기업경기실사지수(BSI),기준금리,대표매매감정점수,latent_1,latent_2,latent_3,latent_4,latent_5,latent_6,latent_7,latent_8,latent_9,latent_10,latent_11,latent_12,latent_13,latent_14,latent_15,Growth,Infra,Protective,Sensitive,등락율_이진
630,5.53,28000,1356,5663710,22970762367,25621398578,23030331484,2723637931,2388750000,9767569953,15796384,8321169694,6451946030,34800460815,36.69,18,77.49,71.43,175,-5.479452055,0,0.262016,8.255442,0.7183218,5.1556215,4.538145,0.6549833,0,0,0,1.6267111,5.053504,0.14906104,0,0.17549613,0,0,1,0,0,0,1
866.03,13.72,22500,552,10313056,15329145291,22375866886,9741845794,5577778730,4010000000,20900844372,-2742175719,2049042260,1676625638,6506802237,51.8,6,62.93,94.74,100,2.739726027,-14.28571429,-0.371032,0.20512179,0.6566407,1.6806545,0.36849022,0.7940912,0,0.041111127,0,1.1059171,0.9460931,0.040741548,0.4297322,1.5562025,2.769234,0.8948414,1,0,0,0,0
1835.71,15.64,25000,2512,8489671,13507731122,1.70E+11,62708027046,51818741213,3781335500,34921645468,5441377542,8025839545,14260090631,44318854365,0.12,6,54.35,93.75,218.42,-1.315789474,0,-0.240916,7.306584,1.0270245,4.2941933,3.4760885,1.4175701,0,0,0,1.3259207,4.0530124,0,0,0,0,0,1,0,0,0,0
174,20.06,34300,83,9364459,1.65E+11,1.32E+12,6.16E+11,5.77E+11,34082240000,1.20E+11,1.04E+11,18504184591,7058099711,2.38E+11,49.75,6,80.07,94.12,100,4.47761194,0,-0.178494,0,1.5350333,1.9965547,3.9544482,0,0,0,1.064864,0.41903973,2.0532393,2.6731915,3.2022061,1.1694396,3.814354,0.62041086,0,0,1,0,1
490,27.18,25000,760,10597676,40705169,27845151,33316213,3888601,3954495,3147431,1509443,2482194,2327401,35634471,24.28,18,81.15,80.95,256.52,-5.479452055,0,0.138647,8.305966,0.74069023,5.1682005,4.6021395,0.49546808,0,0,0,1.6440066,4.936363,0.18532579,0,0.075942986,0,0,1,0,0,0,1
201.13,45,83400,255,44450000,5.97E+11,59355829665,3.88E+11,28860949538,20000000000,1.98E+11,1608407316,2.01E+11,1.51E+11,1.43E+12,55.79,6,89.77,72.73,100,2.816901408,0,-0.405187,7.521021,0.9302113,4.7118564,3.7624893,0.6591235,0,0,0,1.7570873,4.597145,0,0,0.020600282,0,0,0,0,0,1,1
837.2,5.89,18000,960,11918376,47459967,37740826,38880929,15938588,4723188,-1217158,0,3728072,-6055728,41457405,47.66,12,71.71,64.71,218.75,1.369863014,0,-0.972108,7.382422,0.9095555,5.1163197,4.0274887,0.41331697,0,0,0,2.0349133,5.303263,0,0,0.27120432,0,0,0,0,0,1,1
839,21,3400,893,26867010,14443422810,50902859284,3967318781,3207548435,10000000000,46785735919,1385678959,10934327329,8787523756,17711892944,56.2,6,69.46,76.47,250,-1.449275362,0,-0.178494,7.381059,0.5609959,4.9415555,3.9023952,0.7787691,0,0,0,1.7273333,5.196571,0,0,0.51503086,0,0,0,0,0,1,1
95.67,11.6,17000,127,4579934,16154854303,23183279008,14031300351,3257178944,1704690000,20354293431,-9329415,3627817779,3053963954,14467989015,38.21,6,45.4,94.74,-66.67,0,0,0.458371,0,1.6890253,1.159003,1.9694332,1.461262,0,0,0,0.6544347,0.9469686,1.8547062,2.114633,1.6366645,3.7021506,0.33358485,1,0,0,0,1
251.27,0.3,22000,133,8036064,66531,35609,7337,2823,3756,78589,9635,5622,6541,35031,16.85,12,31.76,68,0,0,-7.142857143,-0.267999,6.165881,0.5975352,4.2508216,3.202278,0.01769353,0,0,0,1.6664886,3.9893577,0,0,0.39495182,0.8062984,0,0,0,0,1,0
132.1,0,10000,996,6930100,46249665738,40124832355,43389970815,7223062951,2655300000,31707090773,1258359754,6922489216,5209866326,1.07E+11,38.85,6,41.38,92.86,-200,-4,0,-0.178494,0,1.2366633,1.4756037,1.933669,1.2705913,0,0,0.03715775,0.51046747,0.9234648,1.6254216,1.3587487,1.6669734,3.316212,0.49492168,1,0,0,0,1
274,5.6,27000,174,5146952,9224280130,8167233021,2688319493,175375672,1463830000,13063987986,0,2975679155,3532940206,23705271943,37.44,6,72.51,93.75,45.59,0,0,0.058539,0,1.7434282,1.1199965,1.8442882,1.5842346,0,0,0,0.61852086,0.7354981,1.7391685,1.81736,1.5502635,3.6067114,0.3087976,0,0,1,0,1
1480.78,6.6,15000,432,10076847,17248889410,18915796365,6414005985,12755166323,3762023500,7467719551,290249835,7358783978,7479105747,35745325285,37.93,5,61,94.74,100,-3.658536585,11.11111111,-0.265426,3.2549317,0.74394596,1.7303671,0.31004027,1.4594644,0,0.9417164,0,0.55617243,0.05412723,0.054544874,0,0,0,0,1,0,0,0,1
1220.68,0.2,23000,672,6962039,9321580294,16569242591,8124966266,1809527794,3122064500,-45823565448,8021439413,-1736644303,-1727931386,2588352001,25.37,36,70.31,81.82,253.85,-2.777777778,-7.692307692,-0.178494,6.206966,0.62789154,4.2504888,3.212148,0,0,0,0.00293675,1.6826442,3.9500277,0,0,0.3073808,0.7660032,0,1,0,0,0,0
1871,13.49,59000,388,28904499,3.04E+11,1.38E+12,3.72E+11,5.59E+11,11094460000,38834985536,5.66E+11,13034622711,8316499130,1.87E+11,42.16,2,72,77.78,100,-6.666666667,50,-0.352212,0.43186268,3.267572,4.4469953,0,1.1334624,0,0,0,4.6066885,3.802117,0,0,1.0388525,0,0,1,0,0,0,1
252.13,1.79,22200,95,19938160,41435867137,48750151861,15795668644,3216109376,8473718000,49494560899,10513707494,25670235517,17080800418,1.43E+11,70.03,2,73.49,94.12,0,5.952380952,0,-0.280481,0.4031031,2.8463395,4.616923,0,1.211701,0,0,0,4.1687155,4.473872,0,0,1.6708442,0,0,0,0,1,0,0
136,0.71,18000,1622,5345180,19674139,18381047,27933063,6510322,2337840,-46381629,3955106,-5922868,-8387901,47971262,33.68,3,74.84,72.73,-71.43,0,0,0.763367,8.201939,0.73294634,5.137218,4.5010695,0.69445896,0,0,0,1.6268637,5.058822,0.1366259,0,0.17660931,0,0,1,0,0,0,1
695.79,40.6,17000,1167,10072552,15748226073,1955198352,1816908028,7988658660,4517539500,-15088863699,18469181936,-2979565410,-2326575279,979275828,12.88,1,43,93.75,225,0,0,-0.178494,0,1.5574216,1.7883911,3.4024024,0.20993048,0,0,0.7101364,0.53742534,1.8216178,2.4902673,2.9780385,1.3301207,3.8283474,0.5436273,1,0,0,0,1
1,10.46,21600,1582,6345954,48668106464,9216185277,32334028590,954011383,2468499500,5425811882,7618251336,2191351989,2273414177,16657084545,42.62,6,55.49,92.86,100,3.773584906,0,-0.228155,0.53065103,0,2.4775987,0.15648031,4.150033,0,0,0,0.40969962,3.220025,0,0.49160296,3.7798684,1.5317719,0,0,0,0,1,1
14.43,25,16000,4,10848445,59395196333,1981262105,4045276475,165685661,9179845000,-69266494314,0,4446348228,-52713117002,23395944000,20.51,3,58.41,93.33,-133.33,-5.747126437,28.57142857,1.107723,3.2341814,0.55679727,1.8866551,0.30832452,0.9602267,0,0.77785224,0,0.7118529,0.3613633,0,0,0,0,0,1,0,0,0,1
3.66,1,7500,24,22607693,96829059760,1.35E+11,60650167028,78060960600,10730769500,45523594035,18145448931,12017792250,9926864433,1.40E+11,27.29,6,36.58,93.33,-166.67,10.76923077,0,-0.014287,0.8595048,0.41166383,3.6354065,0.43228984,2.367183,0,0,0,1.8318331,4.648528,0,0.1189336,3.4905667,1.3794154,0,1,0,0,0,0
663.18,25.7,250000,1113,7584378,1.91E+11,56713587286,70508188696,8856049886,3637689000,99630009765,4317075020,69834074349,57440565991,3.72E+11,1.59,6,64.52,76,194.34,1.470588235,0,-0.240556,7.329223,0.68502647,4.7354116,3.8112898,0.6598364,0,0,0,1.6951691,4.814859,0,0,0.39509276,0.16204819,0,0,0,0,1,1
271.55,7.8,9700,870,13097740,32636230895,8667270718,4226311775,532013112,4871000000,15962255372,29598172,7626181629,7773375238,27205303669,23.78,6,57.6,94.44,100,0,0,-0.178494,0,1.0899658,1.4525137,3.2585094,1.3456326,0,0,0.2678559,0,1.70754,3.0263083,2.8904066,1.9923007,3.660397,0.22115952,0,0,0,1,1
20.99,8.7,9000,22,23694595,34104006006,5652284609,8580504170,712230770,2139459500,18332519641,8833322762,7832371508,6498485342,20289187000,30.24,1,42.76,93.75,-166.67,-8.75,0,0.15511,0,1.0405588,2.57662,1.3852667,0,0,0,0.089274175,1.7207355,1.8482414,0,1.1427809,1.2764001,2.8026245,1.0749872,1,0,0,0,0
362,6.21,8900,843,5744821,30652875560,10019143338,15253458270,3359813754,2282795500,19375201310,282910,2697522355,2032871319,37832698088,35.64,6,72.34,95,100,0,0,-0.608658,0,1.358864,1.8848056,3.509413,0.108377725,0,0,0.7662464,0.45225868,1.9036198,2.5855033,2.9076145,1.4329302,3.8285134,0.6285306,0,0,0,1,0
15.54,0,5200,213,10788540,36266922724,73593566626,46167480401,11667013200,4874170000,18751330604,28400495145,3222913032,574984385,19421081745,14.09,3,23.96,94.12,-32,5.128205128,0,-0.276808,0,2.4324121,2.7321079,1.6285344,0,0,0,0.20045257,2.6187124,1.7996541,0,1.2077919,0.6111346,3.0162716,0.8530257,0,0,0,1,1
941.86,0,35000,1103,8133000,39696469243,1009247172,13210312565,135107039,700000000,26677587539,117816311,1997246938,1911178740,4260956148,54.05,6,76.82,95.24,200,-1.388888889,0,-0.940096,0,1.566486,1.1122853,2.3550017,1.5795006,0,0,0,0.47765726,1.2311077,2.4088542,2.7263737,1.8821461,3.9598463,0.29026875,0,0,1,0,1
75,2.35,34700,19,9877043,78225004191,7132689051,12243217420,11489733958,3884612500,46735571710,25718626,19806683734,15932218050,53305665235,70.31,2,76.48,70,100,-5.479452055,0,0.842098,8.312808,0.72454673,5.1794662,4.5914283,0.5734795,0,0,0,1.6502005,5.035142,0.1577988,0,0.14785631,0,0,0,1,0,0,1
20.66,0,4200,0,14678800,55765131412,41566698722,39125047481,9098924398,1055880000,37356272001,-61699760,2945035837,3392009735,41742993989,66.64,1,72.75,95.65,0,0,0,-0.155957,0.26425982,0.722348,1.8035439,0.62056905,0.33788192,0,0.09348825,0,1.234033,0.94888514,0.07956135,0.41374588,1.3602549,2.8974204,1.1002238,0,0,0,1,1
17.2,3.6,36200,70,68223008,3.02E+11,4.36E+11,3.66E+11,49857711177,28951079000,16533235171,113824290,15514296769,9096566834,5.24E+11,47.56,30,84.14,77.78,0,-5.479452055,0,-0.257436,8.33384,0.7279803,5.1887355,4.6113434,0.54755557,0,0,0,1.6551019,5.02611,0.16291289,0,0.13469443,0,0,1,0,0,0,1
988.49,45.04,48000,277,19850000,1.96E+11,2.17E+11,2.02E+11,64321085331,7825000000,47789799089,956084225,36024228638,26328736211,4.06E+11,11.23,6,59.93,94.74,194.44,11.76470588,0,-0.6023,0,0.9415102,1.5580795,0.6751966,0.5973627,0,0,0,1.1133657,0.90708077,0.14553498,0.7579745,1.2175672,2.6553187,0.78591174,1,0,0,0,1
1327,7.62,7000,1353,12037235,11956579553,38632113449,6363385028,8300895652,5500000000,14878020306,-3159810659,3501449403,2903704850,15627949081,27.17,2,60.01,93.33,138.46,5.555555556,0,-0.426678,0.5925877,0.93946165,3.6627712,0.20639947,2.1493404,0,0,0,2.2117264,4.578757,0,0.028772041,3.1329243,1.0914599,0,0,0,1,0,1
185.35,23.25,28000,577,6317315,20202236912,11584948673,16518002547,1796434888,2433600000,12040009900,-1290484870,5755542683,4053131101,29054993033,64.05,6,75.63,93.75,100,1.408450704,0,-0.178494,0,1.806332,3.0232687,4.6801734,0,0,0,2.0393531,0.68339,1.6706324,2.2318046,0.8015657,1.1136048,3.8421292,1.1103632,1,0,0,0,0
1233.8,3.06,10000,517,10830212,4114607379,5941096701,7033963338,2860562893,4581836000,0,-47131635356,-2057423909,-2265978033,521729300,15.88,36,53.65,80.95,253.33,-2.702702703,0,-0.272661,7.0901413,0.9484189,5.0346637,3.8334203,0.49460867,0,0,0,2.0239582,5.2572117,0,0,0.34404597,0,0,1,0,0,0,0
28.34,0,10000,9,8883500,33086053700,39814930181,13963686117,12737197866,3411750000,37513723522,-56552204,6698222216,6985064325,38864618529,18.91,6,36.53,93.75,-116.67,0,0,-0.728361,0,1.5383203,1.7996078,3.4207578,0.19873351,0,0,0.71736324,0.5278208,1.830786,2.510134,2.9679978,1.3411404,3.8295686,0.5488501,0,0,0,1,0
425.8,1.9,8200,910,7425555,12290535821,10654474128,4231262821,6683475492,3141127500,-5315940809,457853420,1108111764,534987151,5214487547,33.22,1,50.08,94.12,0,2.777777778,-16.66666667,-0.126698,0.5208693,0.24423483,2.0651565,0.3289664,1.1962765,0,0,0,1.0164073,1.5179249,0.003556132,0.31233788,2.176159,2.7316525,0.7866355,1,0,0,0,1
1,10.4,19000,4398,8314948,14220621309,12999961937,8623048053,744444577,186449700,-8202049772,-18279140,-1515968807,725790985,19254657244,41.7,1,60.72,93.33,131.82,-7.894736842,0,-0.107869,0.6795931,1.5687636,4.2461185,0.250562,2.6659756,0,0,0,2.7131233,5.3588033,0,0,3.226562,0.627147,0,0,0,1,0,1
1467,20,19000,2573,10419000,19479151379,5630505778,10473603033,350972391,855666600,9445264808,-528899,7260714854,4832009703,28800779945,43.73,2,70.79,93.75,171.43,7.692307692,0,-0.704192,0.7134136,2.0558884,4.3730006,0,2.1769042,0,0,0,3.2734878,4.9493785,0,0,2.4354098,0,0,0,0,0,1,1
179.61,0.42,8000,29,4900000,15111933061,9412268246,10602128723,1933877384,800000000,9643811803,0,2717918962,2434772051,18555128182,49.6,6,60.21,95.24,188.89,-2.777777778,0,-0.178494,0,1.6014897,1.6880578,3.2003732,0.5562811,0,0,0.543961,0.4625025,1.6585212,2.3418248,2.6432133,1.34061,3.481282,0.30964053,1,0,0,0,1
302.59,15.66,235000,237,3369600,1.95E+11,1.68E+11,1.00E+11,9318379546,16848000000,2.34E+11,655345286,70195969594,55113058137,2.91E+11,40.71,0,53.93,94.44,100,8.333333333,-12.5,-1.436734,0,1.4787037,2.769114,4.1276584,0,0,0,1.5438551,0.6923993,1.8378465,2.175103,1.3838162,1.3678734,3.90563,1.0622545,0,0,1,0,0
979,5.51,13400,643,9175550,18895377114,43540125038,18273384915,21600311915,663000000,21860129463,-14975248,3020983204,2436958933,16969164047,51.31,6,61.96,93.75,100,5.555555556,0,-0.441972,0.706685,0.7080055,3.5469897,0.29120922,2.3905494,0,0,0,1.989498,4.440564,0,0.07743657,3.2975392,1.334589,0,0,0,0,1,1
1006,3.09,14000,1502,12215562,12977811061,6481997335,8381171428,3752423971,9102119000,-19739005872,213656420,-2864929828,-4977869268,666983147,15.94,3,63.84,94.12,100,5.555555556,0,-0.210913,0.6122772,0.84885925,3.5748432,0.22165379,2.2408483,0,0,0,2.1090648,4.4620442,0,0.046926104,3.1633494,1.1830456,0,1,0,0,0,1
1157,14.7,20000,2242,14945381,18409365,4057060,11299622,1641354,6183488,0,-46191148,-4926381,-7817567,3744252,28.27,36,74.59,70,225,4.347826087,0,-0.197747,7.1443987,0.82166624,4.5570517,3.4655397,0.5189949,0,0,0,1.7219204,4.396913,0,0,0.10695124,0.08245583,0,1,0,0,0,1
42.15,13.65,10000,1,10520785,20034393659,8676793383,2754929285,1711245935,4178892500,-39060978898,924826671,3040255874,2562242835,11461520009,3.61,1,64.47,93.33,-62.5,-3.797468354,8.333333333,0.554664,5.8195124,0.92353046,2.7336705,1.9550095,1.9136215,0,0.5955514,0,0.1621618,0.7890765,0.68800086,0,0,0,0,0,0,0,1,1
475.6,21.2,10000,563,3127180,4147768456,3057898328,2033304998,326179284,1323085000,2425909547,0,1164584959,234141683,1164584959,28.27,6,62.97,93.33,100,-2.702702703,0,-0.469416,0,1.3505322,1.2787657,2.5199225,1.440067,0,0,0,0.4203649,1.4829171,2.5175533,2.8594153,1.9933968,3.976368,0.38465166,1,0,0,0,1
258.68,13.25,56000,342,7627597,22513565592,12575041154,7199250425,2751189873,3417687500,0,21720478948,-4788129388,-5014291085,17046518581,12.61,2,21.45,93.75,44,-1.265822785,0,-0.235324,0,2.7212033,2.8110023,1.9192197,0,0,0,0.31946832,2.7379482,1.8061839,0,1.3844217,0.5003796,3.224977,0.9161422,1,0,0,0,1
1647.4,63,42000,1275,15107973,1.19E+11,1.15E+11,86221882014,9219129895,6410769500,-10900489923,-583287869,-4162694769,-1294106235,91568987853,29.2,1,61.56,82.35,240,0,33.33333333,-0.176392,0.81940883,2.3276174,3.5748763,0,0.6469716,0,0,0,3.5889742,2.838559,0,0,0.71402574,0,0,0,0,0,1,1
307,8.78,5400,32,21535185,1.04E+11,80699628356,85388852182,52689634963,6900000000,34519309349,-5014884816,20590925863,14048029144,2.37E+11,32.04,1,65.19,95,0,-9.210526316,-40,-0.044338,1.4260724,0,2.383669,0.37642908,2.3353167,0,0,0,0.66843873,2.0784059,0,0,2.7791667,2.356499,0.08509727,0,0,0,1,0
1419,4.13,14000,824,24600000,1.02E+11,85740390895,56540395308,10373204012,10800000000,1.06E+11,244988688,4894117172,5295595466,53530769750,48.78,1,75.61,93.75,100,-1.123595506,0,-0.340234,0.2648358,3.065797,4.6955347,0,0.7834991,0,0,0,4.430429,4.3942485,0,0,1.4413905,0.06361391,0,1,0,0,0,1
1298.41,2.68,5100,1165,23217239,17967341445,89382912703,2484761072,8502342122,20000000000,76051681177,20259281,7528803714,5771470197,17314487264,79.51,30,80.11,93.75,100,4.411764706,0,-0.178494,5.7247686,0.41870892,3.0832822,1.9348758,1.6313311,0,0,0,0.5917147,2.385891,0,0,0.1654426,0,0,0,0,0,1,1
121.11,21.5,76000,4,22000000,1.05E+12,6.95E+11,1.32E+12,53751649101,1.00E+11,2.79E+11,68455582,51099056435,34328312857,7.55E+11,46.36,6,74.91,93.33,100,0,0,-0.364669,0,1.2281249,1.9448757,3.572438,0,0,0,0.82579017,0.41026872,1.9178967,2.6295881,2.816515,1.4615939,3.8294306,0.70237494,0,0,0,1,0
937.08,15.97,24000,916,7234332,24985724059,6426318414,2837893929,1395826146,3102166000,11408357334,420907734,3109573924,2922680606,10288139295,33.07,6,51.27,93.75,300,-5.194805195,16.66666667,-0.675055,0.1946997,0.8156396,2.1706405,0.7451738,0,0,0,0,1.5743068,1.2921684,0,0.60029274,1.3952514,2.9301522,1.2142586,1,0,0,0,1
220.1,0,15000,317,10254232,44144832570,29042388446,22493645578,6719511092,4600271000,4638721991,1204593425,4619290199,2321865376,21244133422,20.45,1,31.81,93.75,14.29,-4,0,-0.324983,0,1.2042723,1.5222741,1.9647235,1.2615677,0,0,0.06959765,0.48619756,0.93678993,1.6342462,1.3183435,1.6826787,3.2946954,0.4994164,1,0,0,0,0
397,14.67,6000,1258,67652659,1.08E+11,58591107639,39410118588,1726854264,29438829500,15284350797,0,8244046068,7132402823,70818393999,43.51,12,70.82,70,145.45,0,0,-0.073978,7.9396152,0.7211084,5.0498023,4.311472,0.7296787,0,0,0,1.6553677,5.0744467,0.028150747,0,0.25057697,0,0,1,0,0,0,1
7.35,0,8000,2,30546620,1.79E+11,75503588437,1.29E+11,5907004532,15070065000,9462725243,1291534317,10592673441,8583826945,1.83E+11,56.26,6,67.41,94.12,-133.33,5.633802817,0,-0.178494,0,1.728373,1.0473974,2.0174296,1.5464363,0,0,0,0.6223074,0.95108384,1.9845705,2.2189596,1.6801254,3.777661,0.2952916,0,0,0,1,0
1,25.3,7800,1552,7109450,34669237686,14457536644,2791658119,16017982184,2423270000,35409536407,-16264871635,-10800075,-5273518,4118893350,52.56,6,80.15,94.44,100,6,0,-0.417943,0.5335079,0.037693724,2.2256055,0.07979836,4.624983,0,0,0,0.24691075,2.522626,0,0.40347096,3.8352752,1.9673673,0,0,0,0,1,1
1024.72,0.8,16000,638,7785000,17876359,13223546,4349185,3432799,624000,8725718,822131,513389,579137,10818071,19.11,30,64.72,71.43,250,0,0,-0.187626,6.9054337,0.7919622,4.66414,3.4859304,0.2216757,0,0,0,1.924589,4.646166,0,0,0.22159892,0.066149585,0,1,0,0,0,1
685,6.97,22600,250,5426060,15378077097,21257835708,13024097576,9233816817,2687627000,8077516269,-2136374060,182234920,220544107,9445786396,38.52,1,43.48,93.33,100,-6.666666667,50,-0.160584,0.47931525,3.1982608,4.3885274,0,1.1769238,0,0,0,4.5405264,3.7534559,0,0,1.0377425,0,0,1,0,0,0,1
1888,29,12000,1695,4831300,9925789000,1370563000,4862484000,833662000,358500000,3633235000,156971000,308790000,404342000,5651391000,7.31,6,77.46,93.33,233.33,-2.666666667,0,-0.78136,7.4435883,1.008143,4.470155,3.70148,1.3210523,0,0,0,1.4077749,4.2766953,0,0,0,0,0,1,0,0,0,1
472.57,0.24,4500,883,27456200,22091088139,9738082372,9357746870,774286451,11873100000,5925858640,-2211250,3828829810,3020224486,15651491519,72.84,2,74.87,94.12,100,-5.194805195,16.66666667,-0.432413,0.35436508,0.7047745,1.8316356,0.611293,0.34290883,0,0.10640192,0,1.2244369,0.95459616,0.057955194,0.3586301,1.3652896,2.8685355,1.0954046,1,0,0,0,1
343.66,0.09,10000,6,11580180,69064,29073,46456,14980,4889,14601,1525,2689,3020,51596,53.83,6,64.13,70,-100,-2.777777778,-7.692307692,-0.702396,6.054406,0.54126143,4.190207,3.1359193,0,0,0,0.045805875,1.6352586,3.8235388,0.01284169,0,0.38394126,0.87802863,0,0,0,0,1,0
715.39,14.86,40000,1350,2074820,3653325762,4377123383,565725090,0,857160000,-1480070290,385360627,347916977,290348437,2659072063,40.67,1,59.3,93.33,100,0,0,-0.434312,0,1.6864855,1.6516653,3.135239,0.5496721,0,0,0.5845744,0.4965201,1.5267755,2.2727168,2.6110108,1.2569768,3.532087,0.33931038,1,0,0,0,0
766.05,14.5,11500,51,10073715,60363970238,8423538483,21328738209,0,4411814000,35816455870,1027057398,1410112512,1071564104,23849562768,31.28,2,43.8,94.44,100,-2.43902439,0,-0.922292,0,1.5612311,2.559208,1.2395505,0,0,0,0.006121612,2.1015975,1.7719407,0,1.262723,1.0628909,2.8919268,0.9790896,0,0,1,0,1
61.7,1.6,15600,176,8399102,24522482,19496324,3825248,2361440,750000,36707849,374270,3173460,2686461,7834139,57.55,2,61.44,95,0,3.773584906,0,0.005095,0.48247594,0,2.56255,0.15472889,3.9910936,0,0,0,0.5345297,3.4143698,0,0.5023342,3.756304,1.4347873,0,0,0,0,1,1
596.2,27.2,18000,1003,5111890,33800949,10750459,28282522,2965585,2037195,2496853,8769253,3496215,2496853,28909563,24.04,6,45.66,92.86,200,2.564102564,0,-0.357918,0,2.2455332,2.537173,1.6679963,0,0,0,0.020611875,2.3702514,1.8454328,0,1.7965338,0.9859241,3.451592,0.91827273,0,0,0,1,1
317,51,25200,680,11552600,64154023012,1.17E+11,53648849484,35959028898,4996160000,77575600230,64360749,9406863701,7014179720,97964842946,65.84,6,68.96,94.44,100,0,0,-0.161198,0,1.6947699,1.6913458,3.2765326,0.35654372,0,0,0.6328223,0.57787466,1.712883,2.3934062,2.9564812,1.2833952,3.7949522,0.46616262,0,0,0,1,1
1,4.3,11500,2493,8131000,22268744496,9817039147,10264749789,10225276233,3190000000,7471825997,36063720,1487177220,1679093288,10786474236,20,1,39.14,93.75,100,12.72727273,0,-0.505189,0.38099763,0.03321837,2.6056397,0.17747346,3.7545805,0,0,0,0.71695,3.5527196,0,0.49689904,3.6201422,1.2874942,0,1,0,0,0,1
30.71,0,5500,251,2693705,20960831831,2668616967,11420017240,647721532,1000000000,9270885644,1290824382,2173373211,1733844668,31475843556,57.62,6,69.5,82.35,-100,1.408450704,0,1.250915,0,1.5132021,3.014371,4.4006033,0,0,0,1.8929149,0.69567186,1.7544864,2.120866,0.83424544,1.2889098,3.872259,1.2480444,0,0,0,1,1
17,0,5000,32,5584948,19640628331,17471388062,18193882822,2000000000,2055406000,7888522840,26595146,1460303287,1571744504,29847027656,26.49,6,40.93,93.75,-200,4.109589041,-11.11111111,0.686201,0,2.29161,2.8083785,4.8003445,0,0,0,2.0988402,0.77158344,1.4000835,2.2693307,0.96257544,0.74422836,3.9010153,0.9800204,1,0,0,0,1
1616.27,5.82,18600,682,10123482,18187648333,63523781135,39106370451,14891695109,8056782000,13874978915,-111003750,2236050235,-813866771,66430133756,40.04,2,63.87,94.12,100,-5.747126437,28.57142857,-1.415451,3.228939,0.6476141,2.10808,0.31301984,0.4658596,0,0.669863,0,1.1693025,0.71903795,0,0,0,0,0,0,0,0,1,0
61.83,0,12500,1011,5345090,31902526753,17733459670,16691074889,1842112350,1479990000,24825480659,450682705,6518933075,5587199462,61373259242,43.64,6,56.94,93.33,0,-1.25,0,-0.253718,0,2.3217738,2.6375465,1.6952745,0,0,0,0.10457803,2.434864,1.8461558,0,1.5221876,0.896454,3.3790734,0.9189924,0,0,0,1,1
32.9,73.3,14500,9,4327321,29493265424,27883106180,16800196561,9485949872,1825035500,16004593276,13260596395,8812099685,7584738376,58022640809,27.49,6,46.79,92.86,0,-2.777777778,0,-0.155252,0,1.3960543,1.7867042,3.2891755,0.526816,0,0,0.5808718,0.36567286,1.7612209,2.4386165,2.6370943,1.4635985,3.4482734,0.3647119,1,0,0,0,1
672.02,11.3,4000,672,57015000,87091962,52432344,28026583,378788,3018101,106295335,1805500,22326058,18526384,76243733,44.2,3,74.92,93.33,160,-4,0,-0.239701,0,1.7006645,1.1172119,1.7778094,1.5915811,0,0,0,0.58959854,0.6423604,1.6685361,1.6174505,1.5204297,3.508015,0.31405798,0,0,0,1,1
1260,36.8,21000,1033,9318923,21192216874,8528990571,5471385617,2130035651,3680961500,18168748009,-45580752,4012301005,3180352345,14542340997,60.44,6,76.08,93.75,100,7.142857143,0,0.019338,0.77286917,2.0941534,4.558035,0.116961315,2.8293457,0,0,0,3.166196,5.5277724,0,0,2.7706132,0,0,1,0,0,0,1
98.49,1,18000,5,3879775,8479818414,2440336189,3691480568,6212844000,1540270000,-10339194667,0,53698878,63394956,19227696096,50.43,3,76.36,95,0,-5.405405405,7.692307692,-0.173956,4.745031,0.6683933,2.3330934,1.3239585,1.6982042,0,0.2441375,0,0.32286194,1.0663798,0.20892604,0,0,0.01927393,0,1,0,0,0,1
1123,7.68,14300,1485,11059101,7574330227,2232936233,4942200412,4542058872,4390463000,-19462645386,-10444412212,137162209,125302741,2936508177,23.35,3,49.48,93.33,100,2.272727273,0,0.058611,0.19527102,3.4809961,4.6402063,0,0.89574826,0,0,0,4.7552533,4.088997,0,0,1.092619,0,0,1,0,0,0,1
993.21,2.74,20000,2126,14104416,2.03E+11,1.45E+11,48546848731,53984158,6637074000,2.13E+11,2411898376,1.50E+11,1.21E+11,3.41E+11,60.16,30,62.95,71.43,350,4.347826087,0,-0.334661,7.2569947,0.79039747,4.639354,3.6278,0.54293597,0,0,0,1.7135441,4.5447617,0,0,0.1885851,0.096747205,0,1,0,0,0,1
617.92,10.75,6600,1135,8622720,11529962905,4398840271,4004363747,895027320,3144885000,7180537846,0,3153177605,2552260491,15929640570,31.54,6,65.61,93.75,100,0,0,-0.406637,0,1.1895969,1.540266,1.976737,1.2595047,0,0,0.07963404,0.4817926,0.9524206,1.6328471,1.3075023,1.6946276,3.293256,0.5046187,0,0,0,1,1
442,1.7,7700,998,6454995,15428618425,11234333204,6964062510,7870672583,2609497500,2070477210,58721776,536855435,142100215,5001782681,25.5,3,39.26,95.24,111.76,-1.265822785,0,-0.45569,0,2.7075064,2.8015103,1.905652,0,0,0,0.31640372,2.7221463,1.7878493,0,1.3583174,0.4997118,3.2069736,0.9117437,1,0,0,0,1
